Age,Age_Bin,Gender,Education,Income,Race,RaisedCity,RaisedState,RaisedZip,RaisedPlace,Latitude,Longitude,RaisedYears,CG_1018.1,CG_1021.1,CG_1023,CG_1024.1,CG_1025.1,CG_1026.1,CG_1080,CG_1081,CG_1082,CU_1019.1,CU_1020.1,CU_1027.1,CU_1060.1,CU_1078,CU_1079,PI_1035,PI_1115,PI_1160,PI_1161,PI_1162,PI_1163,PI_1164,PI_1165,PI_1167,PI_1169,PI_1170,PI_1171,PI_1172,PI_1173,PI_1174,PR_1101,PR_1102,PR_1116,PR_1117,PR_1118.1,PR_1119,PR_1120,PR_1121,PR_1122,PR_1123,PR_1124,PR_1125,PR_1175,PR_1176,PR_1177,AmazonID,ResponseID,SurveyLatitude,SurveyLongitude,CG_Min,CU_Max,Min_Max_Discard,CG_Score,CU_Score,C_Sum_Discard,Discard?,MomCity,MomState,MomCountry,DadCity,DadState,DadCountry,CurrentCity,CurrentState,CurrentZip,CurrentYears,Race_Other,RaisedOther,Languages,LanguageList
21,18-30,Female,No_degree,25000,Hispanic,Brooklyn,NY,11211,"Brooklyn, NY",40.6722605,-73.9534615,10,5,5,5,5,2,5,5,5,5,1,1,1,1,1,1,1,4,1,4,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,A34D8AH93RGEM4,R_0NvxyJLlxoKNpsN,,,2,1,Consider,4.666666667,1,No,Flag,Brooklyn,NY,,,,,Bloomfield Township,NJ,07003,2,,,1,
27,18-30,Male,No_degree,1,White,Spartanburg,SC,00000,"Spartanburg, SC",34.942294,-81.926907,15,5,5,5,4,4,5,4,5,3,1,2,2,3,2,2,1,5,2,3,4,4,2,5,4,4,4,2,2,4,4,5,5,5,5,4,4,5,4,5,4,5,4,2,5,5,A6P0CC8HHZLFJ,R_5iQwn0P6aCAB9D7,33.98599243,-80.99720001,3,3,No,4.444444444,2,Consider,Flag,Gaffney,SC,,Gaffney,SC,,Columbia,SC,29201,0,,,1,
38,31-40,Female,No_degree,75000,White,Ozark,AL,36360,"Ozark, AL",31.445342,-85.644332,35,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,1,1,1,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,A1LSEVXPEYMJL7,R_4T2zOEV4NiqrCS1,31.46270752,-85.62670135,1,1,Consider,4.555555556,1,No,Flag,Ozark,AL,,Echo,AL,,Ozark,AL,36360,35,,,1,
21,18-30,Male,No_degree,12500,White,Portage Township,MI,49820,"Portage Township, MI",46.192773,-85.779597,18,5,5,5,5,5,5,5,5,5,1,1,2,1,1,1,3,2,1,4,5,1,1,5,5,3,1,1,1,4,1,5,2,1,1,2,1,1,1,1,1,1,2,1,1,2,A3PMCFQ5WSW8I3,R_3kMZEX7RglWp6rr,,,5,2,No,5,1.166666667,No,No,Germfask Township,MI,,Portage Township,MI,,Houghton Township,MI,49931,4,,,1,
33,31-40,Male,Bachelors,87500,White,Plano,TX,75025,"Plano, TX",33.064573,-96.738543,20,5,5,5,5,4,5,5,5,5,1,1,1,2,1,1,1,2,2,2,2,2,1,1,5,3,1,1,3,4,1,3,1,2,3,2,1,1,3,3,1,2,2,1,1,3,A10WAXIH5CC8NQ,R_ehQcsIyauEorcl7,,,4,2,No,4.888888889,1.166666667,No,No,,,,Hempstead,NY,,McKinney,TX,00000,20,,,1,
25,18-30,Female,Bachelors,75000,White,Austin,TX,78739,"Austin, TX",30.237983,-97.8163955,24,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,3,1,2,3,1,1,2,5,3,1,2,3,3,2,4,1,2,5,2,2,1,2,4,3,2,2,1,2,2,A22MS8WTKMLR9F,R_3OzizLVpeNtVCAZ,30.2960968,-97.73690033,5,1,No,5,1,No,No,Alice,TX,,Marshall,TX,,Georgetown,TX,78628,1,,,1,
39,31-40,Female,Graduate,100000,White,San Diego,CA,92037,"San Diego, CA",32.830394,-117.1935365,17,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,3,3,1,3,5,2,2,4,5,4,3,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,A3LSRCYWY2GD7D,R_a9wv4iv50chm83X,,,5,3,No,5,1.333333333,No,No,Bangor,ME,,Warren,PA,,Lakewood,CA,90713,15,,,1,
27,18-30,Male,Bachelors,1,White,Bakersfield,CA,93311,"Bakersfield, CA",35.328354,-119.0703685,27,5,5,5,5,3,5,5,5,5,1,1,1,1,1,2,1,4,1,1,1,1,1,5,5,3,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,A19ZWBQT8A3LIR,R_9GpOCp2oSS3ZhK5,35.43800354,-118.8311996,3,2,No,4.777777778,1.166666667,No,No,Bakersfield,CA,,Shafter,CA,,Bakersfield,CA,93311,27,,,1,
25,18-30,Female,No_degree,50000,White,Garfield,NJ,07026,"Garfield, NJ",40.8793415,-74.1081955,18,5,5,5,5,1,5,4,5,5,1,1,1,1,3,2,1,2,3,5,2,1,1,4,5,4,1,1,3,2,1,1,1,2,2,3,2,2,1,3,2,2,2,1,1,1,A36XEP5H6KBQIB,R_af8JnN7OrCtHMWN,28.68119812,-81.27629852,1,3,Consider,4.444444444,1.5,No,Flag,Garfield,NJ,,Albuquerque,NM,,Winter Springs,FL,32708,2,,,1,
41,41-50,Male,Graduate,87500,Black,Alto,TX,75925,"Alto, TX",31.63065343,-95.0734956,18,4,5,5,4,4,5,4,4,2,1,2,1,1,4,2,1,3,2,3,3,2,1,2,5,2,3,1,3,3,1,4,1,3,3,3,4,3,3,2,4,3,4,2,3,4,A170EDGL8ZWMSL,R_b7uFHyUH6ht387b,31.2671051,-94.646698,2,4,Consider,4.111111111,1.833333333,No,Flag,Alto,TX,,Rusk,TX,,Fort Worth,TX,76132,23,,,1,
32,31-40,Male,Bachelors,50000,White,Vernon Township,NJ,07462,"Vernon Township, NJ",41.190087,-74.510981,32,5,5,5,5,4,5,5,5,5,1,1,1,2,1,2,2,4,1,4,2,5,1,3,5,2,1,1,3,1,3,2,1,3,3,2,1,1,1,4,2,1,1,1,2,2,A39C1BN9ZSQ0R2,R_3mlp81Yec3A85fv,41.06669617,-74.81279755,4,2,No,4.888888889,1.333333333,No,No,Carlstadt,NJ,,Rutherford,NJ,,Vernon Township,NJ,07462,32,,,1,
59,51-60,Male,Bachelors,87500,White,Williston Park,NY,11596,"Williston Park, NY",40.758974,-73.645738,18,5,5,5,4,2,5,5,5,5,1,1,1,2,1,3,1,4,1,5,2,2,2,3,5,5,3,1,2,5,3,3,1,2,3,2,1,2,2,1,1,1,4,1,2,2,A16ZOBRKK1E6SJ,R_4NR5Aox2bKShFwV,,,2,3,Consider,4.555555556,1.5,No,Flag,Bronx,NY,,New Rochelle,NY,,Hastings-on-Hudson,NY,10706,11,,,1,
26,18-30,Male,No_degree,12500,White,Muskogee,OK,74401,"Muskogee, OK",35.7242585,-95.42863,13,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,5,1,5,1,1,1,2,5,1,3,1,5,1,1,5,1,3,4,3,3,1,3,5,5,3,5,1,4,5,A3AZU3LTB27ZBI,R_7ZJKGoS2ucBKXrv,35.65910339,-95.20120239,5,1,No,5,1,No,No,Houston,TX,,Boynton,OK,,Denver,CO,80206,3,,,1,
31,31-40,Female,No_degree,37500,Black,Strasburg,VA,22657,"Strasburg, VA",38.9918745,-78.341749,24,4,5,5,5,3,4,5,5,4,2,1,3,1,2,1,1,3,2,2,3,2,1,2,5,4,1,1,2,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,A18E16UFE351U6,R_8wzCf4dASEm9puR,44.33410645,-94.06169891,3,3,No,4.444444444,1.666666667,No,No,Strasburg,VA,,Front Royal,VA,,Lonsdale,MN,55046,6,,,1,
31,31-40,Female,Bachelors,75000,White,Shellsburg,IA,52332,"Shellsburg, IA",42.088885,-91.872776,31,5,5,5,5,5,5,3,5,5,1,1,1,1,1,1,2,5,1,4,2,1,1,5,5,5,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,AP68F9GOFO0ZQ,R_3wyonu8vboosUQt,41.97880554,-91.66470337,3,1,No,4.777777778,1,No,No,Grandview,IA,,Walker,IA,,Cedar Rapids,IA,52411,31,,,1,
23,18-30,Male,Bachelors,100000,White,Roseville,CA,95678,"Roseville, CA",38.7645495,-121.30166,20,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,1,5,4,1,1,2,5,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,ARNJBRRLDR583,R_eDJ23O6g0jzpk8J,38.34449768,-121.4292984,5,1,No,5,1,No,No,Dinteville,,France - FR,Sacramento,CA,,Roseville,CA,95678,20,,,2,Spanish
33,31-40,Male,No_degree,12500,White,Wilkes-Barre,PA,18702,"Wilkes-Barre, PA",41.23370444,-75.82465907,33,5,5,5,5,2,5,5,5,5,1,1,1,1,1,1,2,2,1,5,3,1,1,5,5,3,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,A2I9PUZT19ZBO8,R_1REP5OD6egYI4ap,40.9394989,-75.96949768,2,1,Consider,4.666666667,1,No,Flag,Wilkes-Barre,PA,,Wilkes-Barre,PA,,Wilkes-Barre,PA,18702,33,,,1,
35,31-40,Male,Associates,12500,Hispanic,Staten Island,NY,10306,"Staten Island, NY",40.564723,-74.129143,15,5,5,4,5,4,5,5,5,4,2,2,2,1,1,2,2,2,1,3,2,2,1,5,5,5,1,1,2,3,2,2,1,2,2,1,1,1,2,1,2,2,1,2,3,4,A384V4VER9ZCTA,R_7UL5LUvHiQU7Ww5,40.021698,-75.05180359,4,2,No,4.666666667,1.666666667,No,No,New York,NY,,Paterson,NJ,,Philadelphia,PA,19135,13,,,1,
22,18-30,Female,Bachelors,37500,White,Calhoun,GA,30701,"Calhoun, GA",34.4897305,-84.939751,20,5,5,5,5,5,5,5,5,4,1,1,3,1,1,1,1,5,1,2,1,1,1,5,5,2,1,1,1,5,1,5,5,5,5,5,5,5,3,5,3,4,5,1,2,5,A14UV8XLRVGXAY,R_02FCQ3bzHDcRSh7,34.49429321,-84.91120148,4,3,No,4.888888889,1.333333333,No,No,Calhoun,GA,,Calhoun,GA,,Calhoun,GA,30701,20,,,1,
34,31-40,Female,Associates,25000,White,Newport,VT,05855,"Newport, VT",44.940471,-72.2129915,34,5,5,5,5,5,4,4,5,5,2,1,1,2,2,2,1,2,2,3,3,2,1,3,4,2,2,1,1,1,2,2,3,3,2,2,2,1,2,1,2,3,1,1,2,4,A3LJ5RTD3RIB4,R_bHkcEpLSuKdJRPv,,,4,2,No,4.777777778,1.666666667,No,No,Camden,NJ,,Orleans,VT,,Newport,VT,05855,34,,,1,
61,61_up,Female,Associates,37500,White,Boulder Creek,CA,95008,"Boulder Creek, CA",37.2072,-122.0405535,34,5,5,5,5,5,5,4,5,3,1,1,1,1,1,3,1,1,1,2,1,1,1,1,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A2NZ7RMSBXESNI,R_eYjXLyYH4xzpiyF,39.54249573,-119.8460999,3,3,No,4.666666667,1.333333333,No,No,San Jose,CA,,San Jose,CA,,Reno,NV,89508,8,,,1,
27,18-30,Male,Graduate,100000,Asian,Renton,WA,98056,"Renton, WA",47.491697,-122.1869595,20,5,5,5,5,5,5,5,5,5,2,1,1,1,1,2,2,4,1,4,2,1,1,5,5,4,1,1,1,1,2,4,1,2,3,4,1,2,1,3,1,2,4,1,4,4,A37HUPFXQZLO2D,R_3JDiqGXPHwWi6cB,47.71569824,-122.3009949,5,2,No,5,1.333333333,No,No,seoul,,"Korea, South - KR",kunsan,,"Korea, South - KR",Bellevue,WA,98006,20,,,2,korean
59,51-60,Female,HS_diploma,1,White,Fernandina Beach,FL,32034,"Fernandina Beach, FL",30.6642129,-81.45587345,14,5,5,5,5,5,5,3,5,4,2,2,1,2,2,2,1,4,1,3,2,4,1,3,5,5,5,5,3,4,2,5,4,5,5,5,5,5,5,5,5,5,4,2,4,5,AIXNGJXYV4Y07,R_d5bRzvM9cchTyiV,30.64579773,-81.62989807,3,2,No,4.666666667,1.833333333,No,No,Alma,GA,,Hazlehurst,GA,,Yulee,FL,32097,2,,,1,
32,31-40,Female,Bachelors,62500,White,Coplay,PA,18037,"Coplay, PA",40.67040275,-75.4955041,32,5,5,5,5,5,5,3,5,5,2,1,1,2,2,3,2,4,1,5,4,2,3,4,5,2,4,1,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,A2IXBTOWQRCLPZ,R_7Otd5S5D4KdmpOl,40.75300598,-75.30619812,3,3,No,4.777777778,1.833333333,No,No,Coplay,PA,,Hokendauqua,PA,,Coplay,PA,18037,32,,,1,
23,18-30,Female,Bachelors,37500,Asian,San Leandro,CA,94579,"San Leandro, CA",37.6962885,-122.1568475,12,5,5,5,5,4,5,4,5,4,2,2,3,1,3,2,2,2,2,2,1,4,1,5,3,3,1,2,2,3,3,2,2,2,1,2,2,2,2,4,1,5,1,2,2,2,A1T6RFUU0OTS0M,R_41K6XEQ09UY7MVv,36.46420288,-87.37969971,4,3,No,4.666666667,2.166666667,Consider,Flag,Hue,,Viet Nam - VN,Hue,,Viet Nam - VN,Clarksville,TN,37043,1,,,1,
58,51-60,Male,Bachelors,12500,White,Bergenfield,NJ,07621,"Bergenfield, NJ",40.9230855,-73.9984595,12,5,5,5,5,4,5,5,5,5,1,2,1,1,3,3,3,2,2,5,2,5,2,2,5,3,1,1,1,4,2,2,2,3,2,2,2,1,3,2,2,2,3,1,3,3,A1M1TSMJB12177,R_3q0Zh5FZmiBirmR,28.61849976,-81.43360138,4,3,No,4.888888889,1.833333333,No,No,Bergenfield,NJ,,Bergenfield,NJ,,Orlando,FL,32810,46,,,1,
56,51-60,Female,Graduate,75000,White,Beverly,MA,01915,"Beverly, MA",42.5589565,-70.8595025,9,4,5,1,5,5,5,3,5,5,1,1,3,1,1,3,4,3,2,2,4,3,1,5,5,4,1,1,5,5,5,2,1,1,1,1,1,1,1,1,1,2,2,3,2,2,A4QT4A42K65G9,R_4I7wbknqweIziSN,42.50019836,-70.86519623,1,3,Consider,4.222222222,1.666666667,No,Flag,Bradford,,United Kingdom - GB,Manchester,,United Kingdom - GB,Salem,MA,01970,4,,,1,
39,31-40,Female,Associates,75000,White,Andalusia,AL,36420,"Andalusia, AL",31.303289,-86.4842495,35,5,5,4,5,5,5,3,5,5,1,1,1,1,1,5,1,2,1,1,1,1,1,5,5,1,5,1,1,1,1,4,3,5,5,4,5,1,4,4,4,4,3,1,2,3,A168QBUOKNFWWK,R_0CkotE3s2kYO4tL,31.46270752,-85.62670135,3,5,Consider,4.666666667,1.666666667,No,Flag,Red Level,AL,,Andalusia,AL,,Enterprise,AL,36330,4,,,1,
65,61_up,Male,Bachelors,12500,White,Novato,CA,94947,"Novato, CA",38.0911725,-122.565953,10,4,5,5,5,4,5,4,5,4,1,1,1,1,2,3,2,1,1,2,2,1,1,3,5,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,A2H1QUGX0SOUMH,R_0caFfHImCT4legB,45.01609802,-122.9136963,4,3,No,4.555555556,1.5,No,No,San Francisco,CA,,San Francisco,CA,,Salem - Marion County,OR,97301,1,,,1,
67,61_up,Male,No_degree,25000,White,St. Joseph,MI,49085,"St. Joseph, MI",42.081543,-86.4836985,33,5,5,5,5,5,5,4,5,5,1,1,1,1,1,2,5,5,1,2,4,5,1,5,5,3,2,2,1,4,1,1,1,3,2,1,2,4,2,4,2,2,4,1,2,5,A2J6T9ELNZ97JH,R_5BZBe0Ountfo84d,41.97279358,-87.66159821,4,2,No,4.888888889,1.166666667,No,No,St. Joseph,MI,,Dresden,TN,,Chicago,IL,60613,13,,,1,
31,31-40,Female,Bachelors,50000,White,Lawton,OK,73505,"Lawton, OK",34.6174935,-98.437817,24,5,5,5,5,3,4,5,5,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,5,2,2,1,2,2,1,3,2,3,4,2,1,2,2,3,2,4,4,2,1,4,A38SK7TKJ58A61,R_6D6o8yYX7rQU2oZ,,,2,1,Consider,4.333333333,1,No,Flag,San Diego,CA,,St. Louis,MO,,Lawton,OK,73507,24,,,1,
32,31-40,Male,Associates,37500,White,Pennington Gap,VA,24277,"Pennington Gap, VA",36.754946,-83.0258845,21,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,1,1,1,2,2,2,1,3,5,2,2,5,2,1,2,4,5,5,5,3,4,2,5,4,4,4,4,1,5,5,A3IYPT63299YKH,R_dgpCJtZA9jbuSkB,36.53649902,-82.46980286,5,3,No,5,1.333333333,No,No,Brandon,VT,,Pennington Gap,VA,,Blountville,TN,37617,1,,,1,
36,31-40,Male,No_degree,12500,White,San Diego,CA,92119,"San Diego, CA",32.8094435,-117.080529,20,5,5,5,5,3,5,3,5,5,1,1,1,1,2,1,4,1,2,2,5,1,1,4,5,3,1,1,2,4,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,AB1X97ASE626Q,R_ekXhoLQyaxCSsNn,33.18200684,-117.2467957,3,2,No,4.555555556,1.166666667,No,No,Waukegan,IL,,El Cajon,CA,,Santee,CA,92071,20,,,1,
57,51-60,Male,Bachelors,37500,Asian,Irvine,CA,92602,"Irvine, CA",33.710137,-117.758979,10,5,5,5,5,3,5,3,5,5,1,1,1,1,1,1,1,2,1,4,2,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,A1IZGGMSUF6ISV,R_5AOFgfNaSJlttUF,34.07099915,-117.701004,3,1,No,4.555555556,1,No,No,Osaka,,Japan - JP,Osaka,,Japan - JP,Irvine,CA,92602,30,,,2,Japanese
57,51-60,Female,No_degree,87500,White,Willimantic,CT,06280,"Willimantic, CT",41.7090165,-72.1851845,26,5,5,5,5,4,5,4,5,5,1,1,1,2,2,1,1,2,2,2,1,1,1,5,3,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,3,AAN06KVDS2XRY,R_cZRmWRqMcE9fAbz,41.78469849,-71.96289825,4,2,No,4.777777778,1.333333333,No,No,Willimantic,CT,,New Rochelle,NY,,Windham,CT,06280,1,,,1,
32,31-40,Male,No_degree,25000,White,Elkview,WV,25071,"Elkview, WV",38.409458,-81.4623185,32,5,5,5,5,5,5,5,5,5,2,1,1,1,3,2,1,3,2,3,3,1,1,4,5,4,4,1,3,2,5,5,2,5,4,4,3,2,4,4,3,4,4,1,2,5,AABO9DD3QVMGE,R_4Hmus3dQ2gvJ91b,38.30070496,-81.48989868,5,3,No,5,1.666666667,No,No,Sissonville,WV,,Elkview,WV,,Belle,WV,25015,1,,,1,
31,31-40,Male,Bachelors,12500,White,Erie,PA,16505,"Erie, PA",42.1137255,-80.113443,18,5,5,5,5,1,5,4,5,5,1,1,1,1,2,3,4,3,2,2,4,3,5,3,5,3,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,3,2,2,A3EPDU2O2JMR50,R_6S8TdElC9Jolhjv,41.9703064,-80.3125,1,3,Consider,4.444444444,1.5,No,Flag,Erie,PA,,,,,Fairview Township - Erie County,PA,16415,31,,,1,
53,51-60,Male,No_degree,62500,White,Jessup,MD,00000,"Jessup, MD",39.14541,-76.772306,9,3,5,5,2,5,5,5,5,4,5,1,1,1,2,1,1,3,1,2,1,1,1,5,5,3,2,1,1,3,2,5,3,3,4,1,5,1,1,3,1,2,1,1,2,5,A30RAYNDOWQ61S,R_bIZ9IFfwMZky5fL,32.45249939,-93.6364975,2,5,Consider,4.333333333,1.833333333,No,Flag,Carmi,IL,,Grayson,KY,,Bossier City,LA,71112,35,,,1,
26,18-30,Male,Graduate,50000,White,Euclid,OH,44123,"Euclid, OH",41.597351,-81.52276,21,5,5,5,5,4,5,4,5,5,1,1,1,1,4,1,1,2,1,5,4,1,1,5,5,4,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,A1D81U3G36XESE,R_5gvTllsLbunhRSB,39.01800537,-77.53900146,4,4,Consider,4.777777778,1.5,No,Flag,Hambden Township,OH,,Euclid,OH,,Ashburn,VA,20147,1,,,1,
37,31-40,Male,HS_diploma,50000,White,Farmingdale,NY,11735,"Farmingdale, NY",40.73214571,-73.43957648,31,5,5,5,5,4,5,5,5,5,1,2,1,3,2,3,2,2,1,4,2,1,1,2,5,2,1,5,2,2,2,2,1,2,2,,2,2,2,2,2,2,2,1,2,3,AYFAOYFBISRF3,R_bBCqXlAkau9dO7j,40.68260193,-73.46700287,4,3,No,4.888888889,2,Consider,Flag,Farmingdale,NY,,Queens,NY,,Massapequa Park,NY,11762,4,,,1,
26,18-30,Male,Bachelors,37500,Asian,Seattle,WA,98106,"Seattle, WA",47.5774305,-122.352782,26,5,5,5,5,4,5,5,5,5,1,1,1,1,1,3,1,1,1,2,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,A38VOZIC9QGEGU,R_cO6HLTm4CVla501,47.67379761,-122.3419037,4,3,No,4.888888889,1.333333333,No,No,Busan,,"Korea, South - KR",Beijing,,China - CN,Seattle,WA,98106,26,,,1,
30,18-30,Female,HS_diploma,25000,White,Everett,WA,98204,"Everett, WA",47.92911,-122.2192875,15,5,5,5,5,3,5,4,5,3,2,1,1,2,2,3,2,5,1,3,3,5,1,3,5,3,1,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,A1MN2PWAV10VAB,R_0cbVddTgHXZSyuF,47.60620117,-122.3320999,3,3,No,4.444444444,1.833333333,No,No,,,,,,,Everett,WA,98204,4,,,1,
58,51-60,Female,Associates,12500,White,Philadelphia,PA,00000,"Philadelphia, PA",40.009376,-75.133346,10,5,5,5,5,5,4,3,5,4,1,2,1,2,2,3,1,3,1,3,3,2,2,4,4,3,1,1,1,1,2,3,1,2,2,1,2,2,2,1,5,1,3,1,2,4,A1RC2PD0YJFCU8,R_eM482oRUykRK3Hv,36.11470032,-79.74220276,3,3,No,4.555555556,1.833333333,No,No,Anchorage,AK,,,,,Greensboro,NC,27405,7,,,1,
33,31-40,Female,Graduate,25000,White,Richardson,TX,60613,"Richardson, TX",37.463316,-92.18278,25,5,5,5,5,4,5,3,5,5,2,1,1,1,2,2,2,2,2,3,3,2,3,5,5,2,1,2,3,5,2,3,3,3,2,3,1,2,3,3,2,2,3,2,2,3,A2ONWYQSKY0YTH,R_5Bl9b26AhGrus17,41.95599365,-87.66069794,3,2,No,4.666666667,1.5,No,No,Amarillo - Potter County,TX,,Fort Worth,TX,,Chicago,IL,60613,8,,,1,
43,41-50,Male,HS_diploma,50000,White,Groveport,OH,43125,"Groveport, OH",39.8580515,-82.889313,30,5,5,5,5,3,4,2,5,5,1,1,1,1,1,1,4,5,1,1,1,1,1,4,5,1,1,1,1,1,1,2,4,4,1,2,5,1,1,2,2,1,1,1,2,4,A3NGDR72AHB2OM,R_3Odr0cMMxtEjzCJ,39.53720093,-83.43430328,2,1,Consider,4.333333333,1,No,Flag,Hurricane,WV,,Milton,WV,,Amanda,OH,43102,13,,,1,
56,51-60,Male,Graduate,100000,White,Pembine,WI,54156,"Pembine, WI",45.622037,-87.9808345,18,4,4,5,4,4,5,2,5,4,1,1,1,1,1,2,1,1,1,2,2,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A2TPZQEQH7TT77,R_4138UmJs9uiUnxX,,,2,2,Consider,4.111111111,1.166666667,No,Flag,Wausaukee,WI,,Amberg,WI,,Denver,CO,80202,22,,,1,
29,18-30,Female,HS_diploma,75000,White,Carson,CA,90745,"Carson, CA",33.8316675,-118.258963,11,5,5,5,5,3,5,5,5,5,1,1,3,1,2,1,1,2,1,1,3,2,1,2,5,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,3,1,1,2,A2YBZFSUD5OP7W,R_eM2cRgCZm8zZ1hb,37.75100708,-97.8219986,3,3,No,4.777777778,1.5,No,No,Carson,CA,,Long Beach,CA,,Sacramento,CA,95827,9,,,1,
28,18-30,Male,Bachelors,37500,White,Westerville,OH,43082,"Westerville, OH",40.13792641,-82.89764644,12,5,5,5,5,2,5,5,5,5,1,1,2,1,1,1,2,3,1,2,3,2,1,2,5,2,1,3,4,2,2,1,1,2,3,1,1,1,2,2,1,2,3,1,2,2,A2DRGLVLMMEJA0,R_1Oc7kw5krki2gg5,40.10090637,-83.01409912,2,2,Consider,4.666666667,1.166666667,No,Flag,Bexley,OH,,New Castle,PA,,Columbus,OH,43202,4,,,1,
26,18-30,Male,No_degree,100000,White,Wyandotte,MI,48192,"Wyandotte, MI",42.2095321,-83.15939223,24,5,5,5,5,5,5,5,5,5,2,2,1,2,2,1,1,5,5,5,1,2,1,5,5,1,2,2,3,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,1,A339I8W36KWS4Q,R_4UU9cJ7ZfZsTq1D,42.20610046,-83.20600128,5,2,No,5,1.666666667,No,No,Trenton,MI,,,,,Wyandotte,MI,48192,24,,,1,
57,51-60,Female,Associates,25000,White,Ely Township,MI,49814,"Ely Township, MI",46.443801,-87.820387,57,4,5,5,5,4,5,5,5,4,2,1,1,2,2,2,3,3,2,4,4,2,2,3,5,4,2,2,3,3,3,3,4,3,2,3,1,2,2,3,2,3,2,1,3,4,AKR4KXPFF56V1,R_d0jgg7hK2En0ycl,46.62879944,-87.479599,4,2,No,4.666666667,1.666666667,No,No,Ely Township,MI,,Ely Township,MI,,Ely Township,MI,49814,57,,,1,
22,18-30,Male,HS_diploma,50000,White,Cleves,OH,45002,"Cleves, OH",39.1793485,-84.736997,21,5,5,5,5,1,4,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,A2K1ESUAWL5M9,R_3IUNqioqOX7iR2B,,,1,1,Consider,4.333333333,1,No,Flag,Cheviot,OH,,Cleves,OH,,Anderson Township,OH,45230,1,,,1,
31,31-40,Female,Bachelors,37500,White,Ocala,FL,34472,"Ocala, FL",29.152801,-82.078677,30,5,5,5,5,5,5,5,5,5,1,1,1,1,1,3,2,3,1,4,2,3,1,3,5,2,4,1,1,5,2,2,5,4,4,3,4,4,4,5,4,4,4,1,2,2,AZPAKTLTUCN5Q,R_cUCAxohreLAL4uV,29.16540527,-82.09670258,5,3,No,5,1.333333333,No,No,Ocala,FL,,Sanford,FL,,Ocala,FL,34472,30,,,1,
30,18-30,Female,No_degree,62500,White,Memphis,TN,38112,"Memphis, TN",35.1255525,-89.975149,20,5,5,5,5,4,5,5,5,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,A3UN34SW8L8NT3,R_ehyxrLwPGCvIC4l,39.13650513,-84.43250275,3,1,No,4.666666667,1,No,No,Memphis,TN,,Memphis,TN,,Cincinnati,OH,45208,2,,,1,
39,31-40,Male,HS_diploma,25000,White,Milwaukee,WI,00000,"Milwaukee, WI",43.063348,-87.966695,8,5,5,5,5,4,5,5,5,5,2,2,2,3,2,3,2,3,2,5,5,2,2,3,4,3,2,3,3,4,3,3,4,3,3,4,4,3,3,2,3,2,3,2,4,4,A1UNMIB2YFBMMS,R_82CwGeUSv1L1ZNr,41.91529846,-88.12870026,4,3,No,4.888888889,2.333333333,Consider,Flag,Milwaukee,WI,,Greenfield - Milwaukee County,WI,,West Chicago,IL,60185,20,,Florissant MO\\Dunwoody GA\\Lisle IL,1,
