Age,Age_Bin,Gender,Education,Income,Race,RaisedCity,RaisedState,RaisedZip,RaisedPlace,Latitude,Longitude,RaisedYears,CG_1018.1,CG_1021.1,CG_1023,CG_1024.1,CG_1025.1,CG_1026.1,CG_1080,CG_1081,CG_1082,CU_1019.1,CU_1020.1,CU_1027.1,CU_1060.1,CU_1078,CU_1079,PI_1035,PI_1115,PI_1160,PI_1161,PI_1162,PI_1163,PI_1164,PI_1165,PI_1167,PI_1169,PI_1170,PI_1171,PI_1172,PI_1173,PI_1174,PR_1101,PR_1102,PR_1116,PR_1117,PR_1118.1,PR_1119,PR_1120,PR_1121,PR_1122,PR_1123,PR_1124,PR_1125,PR_1175,PR_1176,PR_1177,AmazonID,ResponseID,SurveyLatitude,SurveyLongitude,CG_Min,CU_Max,Min_Max_Discard,CG_Score,CU_Score,C_Sum_Discard,Discard?,MomCity,MomState,MomCountry,DadCity,DadState,DadCountry,CurrentCity,CurrentState,CurrentZip,CurrentYears,Race_Other,RaisedOther,Languages,LanguageList
24,18-30,Male,No_degree,12500,White,Jonesborough,TN,37615,"Jonesborough, TN",36.34773465,-82.46439708,24,5,5,3,5,5,5,5,5,5,3,1,1,1,1,1,1,3,1,3,2,1,1,4,5,4,2,1,1,2,1,4,4,5,5,5,4,5,2,4,5,5,5,1,4,4,A2IMMQ5AS3ZK78,R_4SznxuOX5cokRmJ,36.3197937,-82.32019806,3,3,No,4.777777778,1.333333333,No,No,Johnson City,TN,,Morristown,TN,,Johnson City,TN,37601,24,,,2,Spanish
40,31-40,Male,Bachelors,25000,White,Syracuse,NY,13212,"Syracuse, NY",43.081782,-76.135968,36,5,5,5,5,5,5,3,5,5,1,1,1,1,1,2,1,5,1,3,2,2,1,4,3,1,1,1,2,4,2,2,2,3,3,1,3,2,3,2,4,5,4,1,2,3,A1CUTQUSPA2DPU,R_eaIuyLlhubAs1mt,43.15319824,-76.21160126,3,2,No,4.777777778,1.166666667,No,No,Syracuse,NY,,,,,Syracuse,NY,13212,36,,,1,
23,18-30,Male,No_degree,37500,White,Bel Air North,MD,21050,"Bel Air North, MD",39.564447,-76.3868545,18,5,5,5,5,5,5,5,5,5,3,1,2,1,3,1,2,3,2,5,3,1,1,3,5,4,1,2,4,2,2,1,2,2,3,2,2,2,3,4,3,1,2,2,4,3,A3PAKT8TH3N2ZZ,R_cCG4cPaI1bCdTrT,39.47569275,-75.67240143,5,3,No,5,1.833333333,No,No,Highland Falls,NY,,Dundalk,MD,,Middletown,DE,19709,1,,,1,
29,18-30,Male,Bachelors,100000,White,Easton,PA,18046,"Easton, PA",40.6167839,-75.3899225,18,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,2,1,2,4,1,1,2,3,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,A2XZ9RU7OGSZLF,R_aaxVbgLO74AIzjL,39.92390442,-75.62030029,5,1,No,5,1,No,No,Wayne Township,NJ,,Phillipsburg,NJ,,West Chester,PA,19380,6,,,1,
27,18-30,Male,Bachelors,50000,White,Louisville,KY,40220,"Louisville, KY",38.2201555,-85.683051,18,4,5,5,5,4,5,4,5,5,1,1,1,1,2,1,1,2,1,4,1,5,1,3,4,2,2,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,A2E33IVXKZNCXF,R_8wRsAKMfYV4sKgt,38.25900269,-85.6608963,4,2,No,4.666666667,1.166666667,No,No,Louisville,KY,,Louisville,KY,,Louisville,KY,40222,1,,,1,
56,51-60,Female,Graduate,75000,White,Mooresville,IN,46158,"Mooresville, IN",39.597637,-86.3655545,12,5,5,4,5,5,5,3,5,5,2,1,1,1,1,3,2,4,1,3,2,2,3,2,5,4,4,2,1,5,2,2,5,4,2,3,3,3,3,3,2,4,5,1,4,5,A10L6JFWPRXEKM,R_068L0HprhvjMlmZ,39.7743988,-86.10970306,3,3,No,4.666666667,1.5,No,No,Roachdale,IN,,Indianapolis,IN,,Indianapolis,IN,46219,28,,,1,
48,41-50,Female,Bachelors,100000,White,Chicago,IL,60647,"Chicago, IL",41.879227,-87.693083,42,5,5,5,5,5,5,4,5,5,1,1,1,1,2,2,1,2,1,5,5,2,1,2,5,3,1,2,3,2,1,1,2,2,1,1,1,1,1,1,1,3,3,1,3,3,A26T6O5EFR54A9,R_cVoejk9waU0DRGJ,,,4,2,No,4.888888889,1.333333333,No,No,Iwonicz,,Poland - PL,,,,Niles,IL,60714,30,,,1,
22,18-30,Female,Bachelors,75000,White,Plantation - Broward County,FL,33325,"Plantation - Broward County, FL",26.11765973,-80.29166325,18,5,5,3,5,5,5,5,5,5,1,1,1,1,1,3,2,4,1,4,5,3,1,5,5,5,1,2,4,5,5,5,1,3,1,1,1,1,3,1,1,3,2,1,3,4,A1YH20CUYZOF6I,R_86VQCyvieXYSPXL,28.02909851,-82.72409821,3,3,No,4.777777778,1.333333333,No,No,North Caldwell,NJ,,Canosa Di Puglia,,Italy - IT,Gainesville,FL,32608,4,,,2,Italian
28,18-30,Female,Associates,37500,White,Bloomfield,IN,47424,"Bloomfield, IN",39.0279015,-86.902419,18,5,5,5,5,4,5,1,5,5,1,2,1,1,3,1,1,5,2,3,4,2,1,3,5,5,1,5,2,5,2,5,3,5,5,5,5,1,4,4,4,2,5,1,5,2,A2YTOX7SEDJ1TC,R_a67ODgz5GNiN8bP,29.80310059,-94.98020172,1,3,Consider,4.444444444,1.5,No,Flag,Clayton,OK,,,,,Baytown,TX,77520,4,,,1,
63,61_up,Female,Bachelors,50000,White,Greensboro,NC,27410,"Greensboro, NC",36.0998235,-79.8532365,55,5,5,5,5,3,5,5,5,5,2,2,2,3,2,2,2,3,2,4,2,2,2,3,5,4,3,2,3,3,2,4,2,3,3,2,2,3,2,3,3,3,2,2,2,4,A219VCQZADQ45W,R_03qOS72jQulJvX7,36.00740051,-79.87319946,3,3,No,4.777777778,2.166666667,Consider,Flag,Thermopolis,WY,,Mineola,TX,,Greensboro,NC,27407,55,,,1,
19,18-30,Male,No_degree,100000,White,Rochester,MN,55902,"Rochester, MN",44.0093295,-92.4803645,16,5,5,5,5,5,5,5,5,5,2,1,1,2,2,3,1,2,2,5,5,1,2,2,5,4,1,1,3,2,2,2,3,3,2,2,2,3,2,2,3,4,2,1,1,4,A3AGPFRO9TWC5P,R_2fzy12oe087MIsd,,,5,3,No,5,1.833333333,No,No,Belleville,KS,,Streator,IL,,Missoula,MT,59801,1,,,1,
29,18-30,Male,Bachelors,25000,White,McHenry,IL,60050,"McHenry, IL",42.33531657,-88.2942487,29,5,5,5,5,5,5,4,5,5,2,2,1,1,2,2,1,1,1,5,5,2,1,2,5,2,1,2,2,3,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,3,A27MJOV91GA8R3,R_6PwAAxhiZPc5seF,42.46690369,-88.05500031,4,2,No,4.888888889,1.666666667,No,No,Arlington Heights,IL,,Wheeling,IL,,McHenry,IL,60050,29,,,1,
57,51-60,Female,HS_diploma,25000,White,Texas City,TX,77590,"Texas City, TX",29.4153505,-94.9064965,13,5,5,5,5,5,5,3,4,5,2,1,1,1,1,1,1,3,1,5,1,1,1,5,5,2,1,2,1,3,2,5,5,4,5,4,3,3,2,4,3,4,4,1,4,3,A3PUU1XU4C1A3V,R_dg6k3YICzJMN9bf,31.04499817,-97.50869751,3,2,No,4.666666667,1.166666667,No,No,Dickinson,TX,,Texas City,TX,,Belton,TX,76513,2,,,1,
53,51-60,Female,Bachelors,100000,White,Redding,CT,06896,"Redding, CT",41.288255,-73.389462,15,5,5,4,5,5,5,3,4,4,2,2,2,2,2,2,2,3,2,2,2,5,2,5,1,3,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,A1ZOFPPZVYQ0Z8,R_cw2FS20WZD8M20d,34.20730591,-84.14019775,3,2,No,4.444444444,2,Consider,Flag,Brooklyn,NY,,Brooklyn,NY,,Canton,GA,30115,15,,,1,
28,18-30,Female,Bachelors,37500,White,Knoxville,TN,37921,"Knoxville, TN",35.97500091,-83.97612977,28,5,5,5,5,1,5,4,5,3,1,1,3,1,1,1,1,3,1,2,2,1,1,5,5,4,2,1,1,3,1,5,5,5,5,5,5,5,3,5,1,3,5,1,3,1,A1ZPYSX30BDIVW,R_6XcWVtmD874x8XP,35.90429688,-83.84069824,1,3,Consider,4.222222222,1.333333333,No,Flag,Knoxville,TN,,Knoxville,TN,,Sevierville,TN,37876,4,,,1,
39,31-40,Male,Bachelors,62500,White,Pasadena,MD,21122,"Pasadena, MD",39.13808641,-76.52500583,18,5,5,5,5,5,5,3,5,4,1,1,2,2,3,2,3,4,2,3,3,1,1,5,5,4,2,2,5,1,3,5,4,4,4,2,4,4,4,5,3,4,4,1,4,4,A5YVMQWA2IYPF,R_9GoDMhZu27iLpZ3,38.78590393,-90.78610229,3,3,No,4.666666667,1.833333333,No,No,Panama City,FL,,Sumter,SC,,Hawk Point,MO,63349,5,,,1,
26,18-30,Female,No_degree,50000,White,Tuscumbia,AL,35674,"Tuscumbia, AL",34.702967,-87.6929225,21,5,5,5,5,5,5,4,5,5,1,2,1,2,1,2,1,4,1,2,3,3,1,5,5,3,1,1,1,3,2,5,4,5,4,5,4,5,4,5,4,5,4,1,3,4,A38JGCZ8N68TGD,R_5aUJ8ekil4l3vcp,,,4,2,No,4.888888889,1.5,No,No,Tuscumbia,AL,,,,,Inwood,WV,25428,1,,,1,
30,18-30,Female,No_degree,50000,White,Dearborn,MI,48124,"Dearborn, MI",42.303599,-83.2325265,28,5,5,5,5,5,4,5,5,5,1,2,1,1,1,5,1,2,1,3,2,1,1,3,4,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,A1ZYF4MBFRMCE1,R_e8JxbGgTmiwdU57,42.30270386,-83.24559784,4,5,Consider,4.888888889,1.833333333,No,Flag,Detroit,MI,,Detroit,MI,,Dearborn,MI,48124,28,,,1,
32,31-40,Female,Graduate,50000,Black,Laurel,MD,20707,"Laurel, MD",39.1017225,-76.8671555,32,5,5,5,5,5,5,4,5,5,1,1,1,1,4,2,2,5,1,5,1,1,1,1,5,1,1,1,1,4,4,1,1,3,1,1,2,1,3,5,1,3,3,1,5,5,A2RRBSTJ7H3G2B,R_cVnmnEEbEBiGma1,38.9427948,-76.96720123,4,4,Consider,4.888888889,1.666666667,No,Flag,PORT HARCOURT,,Nigeria - NG,PORT HARCOURT,,Nigeria - NG,Laurel,MD,20707,32,,,2,IBO
25,18-30,Other,Bachelors,100000,White,Glenpool,OK,00000,"Glenpool, OK",35.949447,-96.006715,7,5,5,5,5,5,5,5,5,5,1,1,5,1,1,2,2,4,1,3,1,1,1,4,5,3,5,4,5,1,1,5,4,5,5,5,5,3,3,5,5,5,5,2,4,5,A19U56Z7XQ7I1I,R_8AeN4bVMZ9eFv5b,32.53289795,-85.50779724,5,5,Consider,5,1.833333333,No,Flag,Kiefer,OK,,Roswell,NM,,Auburn,AL,36830,2,,"Roswell, NM; Nowata, OK; Collinsville, OK",1,
32,31-40,Male,No_degree,100000,White,Beverly,MA,01915,"Beverly, MA",42.5589565,-70.8595025,15,4,5,4,5,3,5,3,5,4,1,1,1,1,1,2,1,3,1,1,3,1,1,2,5,1,3,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,3,1,2,2,A1A20VLBC4ZM1Z,R_7PeBMlpQJjp79JP,,,3,2,No,4.222222222,1.166666667,No,No,Beverly,MA,,Revere,MA,,Somersworth,NH,03878,2,,,1,
39,31-40,Female,No_degree,12500,White,Poughkeepsie,NY,12603,"Poughkeepsie, NY",41.692651,-73.8909715,37,5,5,5,5,4,5,5,5,2,1,2,1,2,1,3,2,4,1,4,3,2,2,2,5,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,3,2,3,2,A3KVNVHIYT3JI8,R_9yPHfCE5beMuClT,43.97860718,-75.90039825,2,3,Consider,4.555555556,1.666666667,No,Flag,Philadelphia,PA,,Lynn,MA,,Watertown,NY,13601,1,,,1,
33,31-40,Female,Graduate,1,White,Randolph,VT,05050,"Randolph, VT",44.1963025,-72.4078485,18,5,5,5,5,3,5,4,5,5,1,1,1,1,1,1,1,3,1,4,3,1,1,3,5,5,1,1,1,3,4,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,AYA4YHEEEO1T8,R_3RcvKtQlUArGcZv,29.55589294,-98.36519623,3,1,No,4.666666667,1,No,No,Winchester,MA,,Randolph,VT,,Converse,TX,78109,1,,,1,
55,51-60,Female,Bachelors,12500,White,Lynchburg,VA,24501,"Lynchburg, VA",37.37598375,-79.17559905,18,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,4,1,1,5,1,1,5,3,2,1,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A187TVQ98O0FN2,R_ai1Qyn3tEu9BFvD,37.14930725,-79.23280334,5,3,No,5,1.333333333,No,No,Lynchburg,VA,,New Rochelle,NY,,Altavista,VA,24517,6,,,1,
28,18-30,Male,Graduate,75000,Hispanic,Buckhead,GA,30305,"Buckhead, GA",33.700183,-83.87319,28,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,2,2,1,2,1,1,2,5,5,3,5,1,1,1,1,5,4,4,4,4,5,3,3,4,3,3,4,1,4,3,A1YTNGH5SMM2CJ,R_3WuthgxfNobd1ml,36.76199341,-82.0388031,1,1,Consider,4.555555556,1,No,Flag,Atlanta,GA,,Marietta,GA,,Buckhead,GA,30305,28,,,1,
27,18-30,Female,Associates,62500,White,Simpsonville,SC,29680,"Simpsonville, SC",34.7123705,-82.2728495,23,5,5,5,5,1,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,4,1,1,5,1,1,1,1,1,1,A1H2CXFC9FHMS3,R_02JZzlymkHI8C33,35.97669983,-78.55439758,1,1,Consider,4.111111111,1,No,Flag,Greenwood,SC,,Greer - Spartanburg County,SC,,Raleigh,NC,27616,1,,,1,
32,31-40,Male,Associates,37500,White,Fremont,OH,43420,"Fremont, OH",41.3514055,-83.1168425,32,5,5,5,5,4,5,2,5,5,1,1,1,1,3,1,1,1,4,1,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A301OC6DURSQ5W,R_0uHoCYMakSwA5Cd,41.24459839,-82.84590149,2,3,Consider,4.555555556,1.333333333,No,Flag,Fremont,OH,,Dearborn,MI,,Fremont,OH,43420,32,,,1,
42,41-50,Female,Bachelors,12500,White,Melrose,MA,00000,"Melrose, MA",42.455723,-71.059019,10,5,5,3,5,4,5,3,5,5,1,1,1,1,1,2,1,2,1,4,2,4,1,2,5,2,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,3,1,2,3,A37C9M7J88EWEB,R_6x7NUXqko0i2Pn7,42.46749878,-71.01309967,3,2,No,4.444444444,1.166666667,No,No,,,,Melrose,MA,,Appleton,WI,54911,2,,,1,
32,31-40,Female,No_degree,25000,Black,Hopkinsville,KY,42240,"Hopkinsville, KY",36.8506685,-87.479346,20,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,1,2,2,5,5,3,1,5,5,2,1,5,1,5,1,5,5,3,3,5,2,1,1,1,1,4,3,1,1,1,AT9AFUEEYD8DE,R_8v7kJ3WIn72WrVb,33.62219238,-84.52310181,5,3,No,5,1.666666667,No,No,Hopkinsville,KY,,Hopkinsville,KY,,College Park - Fulton County,GA,30349,6,,,1,
57,51-60,Female,Graduate,12500,White,Jefferson,OH,44047,"Jefferson, OH",41.7359695,-80.7625795,20,5,5,5,5,4,5,4,5,5,1,1,1,1,1,1,5,4,1,5,4,3,3,1,5,3,1,1,1,5,2,2,1,2,3,1,1,1,2,3,4,2,2,1,1,4,A39NM64GEBACDE,R_6y4heGHoVRZJLzT,47.63220215,-122.6376038,4,1,No,4.777777778,1,No,No,Jefferson,OH,,Jefferson,OH,,Kingston,WA,98346,1,,,1,
22,18-30,Female,Bachelors,62500,Other,Alachua,FL,32607,"Alachua, FL",29.7055495,-82.4391035,15,5,5,5,4,3,5,4,5,4,1,1,1,1,2,1,1,1,1,3,1,1,1,2,5,3,1,1,1,2,1,2,1,2,2,3,1,1,1,2,1,1,3,1,1,2,A2WC2NO555XU3J,R_9H7Ebsp2qFkfmAZ,34.03900146,-117.7547989,3,2,No,4.444444444,1.166666667,No,No,I don't know,,Nigeria - NG,Stanford-le-Hope,,United Kingdom - GB,Claremont,CA,91711,2,black and white,,1,
71,61_up,Male,No_degree,12500,White,Fairbanks,AK,00000,"Fairbanks, AK",64.836531,-147.651745,15,4,5,5,5,3,5,4,5,3,1,1,2,2,1,1,5,2,1,3,4,2,2,4,5,4,5,1,1,1,3,2,1,4,2,3,2,3,3,3,1,5,5,1,4,4,ADY44EV3GCW85,R_3xAH4jmAyI9DFmB,48.56140137,-121.7705002,3,2,No,4.333333333,1.333333333,No,No,Bluff Creek Township,IA,,,,,Sedro-Woolley,WA,98284,25,,,1,
58,51-60,Female,Associates,12500,White,Maryville,TN,37801,"Maryville, TN",35.717624,-84.027833,15,5,5,5,5,5,5,2,5,5,1,1,1,1,1,1,4,5,1,1,1,1,1,1,5,5,5,1,1,2,1,5,3,5,5,5,4,4,4,5,4,2,5,1,3,5,A20NITCOBY4775,R_6Ab68ZWch7wybRz,34.41789246,-93.04930115,2,1,Consider,4.666666667,1,No,Flag,Sevierville,TN,,,,,Benton City,WA,99320,2,,,1,
38,31-40,Male,Bachelors,37500,Asian,Pleasanton,CA,94588,"Pleasanton, CA",37.677248,-121.888465,25,4,5,5,5,1,5,5,5,5,1,1,1,2,1,5,1,2,2,3,3,5,1,5,5,2,1,2,3,4,2,2,2,2,2,1,2,2,2,3,2,3,1,1,3,3,A1Z3X76CPRU9OT,R_8oEdqJfTJ7CbBgp,37.6703949,-121.9374008,1,5,Consider,4.444444444,1.833333333,No,Flag,Infanta,,Philippines - PH,Laoag City,,Philippines - PH,Pleasanton,CA,94588,25,,,1,
32,31-40,Female,Bachelors,25000,Black,Omak,WA,98411,"Omak, WA",47.7393525,-120.825443,9,5,5,5,5,5,5,5,5,5,2,1,1,2,1,3,1,5,5,2,4,1,1,2,5,2,1,2,3,5,1,4,1,1,1,2,1,1,3,1,1,1,3,1,4,1,ALB33TME5G1XI,R_54Si546LmbA2py5,45.54420471,-122.6430969,5,3,No,5,1.666666667,No,No,"Marcos, Ilocos Norte",,Philippines - PH,Portland,OR,,Portland,OR,97213,16,,,1,
31,31-40,Female,Bachelors,37500,White,Old Fort,OH,44883,"Old Fort, OH",41.1828495,-83.1678865,13,5,5,4,5,4,5,4,5,5,1,1,1,1,1,1,5,2,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,A2KH7SE6NBL2WQ,R_6PxxlrWmR3BSbjL,41.24459839,-82.84590149,4,1,No,4.666666667,1,No,No,Clyde,OH,,Donaldson,PA,,Tiffin,OH,44883,20,,,1,
34,31-40,Female,Bachelors,100000,White,Yonkers,NY,10703,"Yonkers, NY",40.9488125,-73.8763045,20,4,5,5,4,1,5,4,5,4,1,1,2,1,4,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,AKHH4W14A6AN9,R_3XbC3fUS8wJuQAd,41.46730042,-73.38829803,1,4,Consider,4.111111111,1.666666667,No,Flag,Bronx,NY,,,,,Brookfield,CT,06804,7,,,1,
22,18-30,Male,No_degree,12500,White,Arlington,TX,76018,"Arlington, TX",32.67773,-97.108339,21,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,2,1,5,4,1,1,5,5,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,4,5,5,1,5,4,ACNID00UIEL1T,R_a45Nd6c9lnXEQT3,32.67089844,-97.41570282,5,1,No,5,1,No,No,Euless,TX,,Levittown,PA,,Fort Worth,TX,76132,1,,,1,
41,41-50,Male,Graduate,100000,White,Lino Lakes,MN,55014,"Lino Lakes, MN",45.158584,-93.1156285,10,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,A1F48KQEBOLPUW,R_bOfczKu3L6C8uqh,43.02859497,-89.51809692,5,1,No,5,1,No,No,Superior,WI,,Superior,WI,,Madison,WI,53719,12,,,1,
35,31-40,Male,Bachelors,37500,White,Covington,KY,00000,"Covington, KY",39.035109,-84.519648,30,5,5,4,5,5,5,3,5,4,1,1,1,1,3,1,1,2,1,1,2,1,1,5,5,2,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,1,A29AX5O8KL48F8,R_2aT7DBFXsLBHY3P,28.08590698,-82.76249695,3,3,No,4.555555556,1.333333333,No,No,Covington,KY,,,,,Palm Harbor,FL,34684,0,,,1,
32,31-40,Female,HS_diploma,50000,White,Torrance,CA,90503,"Torrance, CA",33.8373375,-118.3478335,19,5,5,5,5,5,5,4,5,5,1,1,1,1,1,1,3,1,1,1,1,2,1,2,5,2,2,1,1,1,1,3,2,1,1,2,1,1,1,3,1,3,2,1,2,2,AH3ER3EJXHRO2,R_b7ArEPgNqNEnYAB,34.57940674,-118.1165009,4,1,No,4.888888889,1,No,No,Torrance,CA,,Torrance,CA,,Palmdale,CA,93550,13,,,1,
39,31-40,Female,No_degree,12500,White,Yadkinville,NC,27055,"Yadkinville, NC",36.130123,-80.6583755,12,5,5,5,5,4,5,2,5,5,2,1,1,1,1,1,1,4,1,1,5,1,5,5,5,1,1,1,1,3,2,5,5,5,5,5,5,5,4,4,5,4,5,1,2,5,A3CR23K8OH6Y5,R_bjB56wTHU16XTnv,,,2,2,Consider,4.555555556,1.166666667,No,Flag,Bramwell,WV,,Bluefield,WV,,Winston-Salem,NC,27103,10,,,1,
46,41-50,Male,Bachelors,37500,White,Buffalo,NY,14206,"Buffalo, NY",42.886812,-78.8350305,18,5,5,5,5,4,5,4,5,4,1,1,1,1,1,2,2,2,1,3,2,1,1,4,5,2,2,2,2,3,1,3,1,2,1,2,2,2,2,1,1,1,2,3,5,5,A379A6F88W2AUK,R_02Qj1whDJYaJsHz,,,4,2,No,4.666666667,1.166666667,No,No,Warsaw,,Poland - PL,Lublin,,Poland - PL,Buffalo,NY,14207,4,,,2,French
24,18-30,Female,Graduate,37500,White,Topeka,KS,66618,"Topeka, KS",39.0837665,-95.6985675,15,5,5,5,5,5,5,5,5,5,2,1,1,1,5,1,2,5,1,1,5,4,2,1,5,5,2,1,1,3,4,1,5,4,4,2,4,4,3,4,3,2,3,1,5,5,A3VMFCG9L3XOB2,R_3wtLYmhRMc8JbG5,28.58869934,-81.18930054,5,5,Consider,5,1.833333333,No,Flag,,,,Kouts,IN,,Orlando,FL,32826,1,,,1,
38,31-40,Male,Bachelors,62500,White,Lawrence,KS,66046,"Lawrence, KS",38.948477,-95.25248,35,3,5,5,5,3,5,2,5,5,1,1,1,1,1,1,2,2,2,2,2,1,1,3,5,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,3,1,3,3,A1U8RH67FLZW87,R_7WE7KjuKNqu3FVX,38.89160156,-95.34179688,2,1,Consider,4.222222222,1,No,Flag,Topeka,KS,,Lawrence,KS,,Lawrence,KS,66046,35,,,1,
64,61_up,Female,Associates,50000,White,Butler Township - Butler County,PA,16001,"Butler Township - Butler County, PA",40.868588,-79.929611,20,5,5,5,5,4,5,2,5,3,1,1,1,1,1,2,4,2,3,3,1,2,1,2,5,2,1,2,2,4,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,A2VOADROWMC2ZM,R_3rBTJTdsVEMZXWB,40.91400146,-79.93199921,2,2,Consider,4.333333333,1.166666667,No,Flag,Beaver Township - Mahoning County,OH,,Butler,PA,,Butler,PA,16001,30,,,1,
29,18-30,Female,No_degree,37500,White,Nicholasville,KY,40340,"Nicholasville, KY",37.8781205,-84.573199,10,5,5,5,5,3,2,3,5,5,1,1,1,1,1,5,2,5,1,3,2,5,1,5,4,3,2,1,3,1,2,1,2,2,2,2,2,2,2,2,3,4,2,1,2,2,A27SXB640MSD2I,R_e4cdzJHTh2Xb02x,47.7947998,-122.2053986,2,5,Consider,4.222222222,1.666666667,No,Flag,,,,Rockford,IL,,Bothell,WA,98012,4,,,1,
21,18-30,Female,No_degree,25000,White,Mahopac,NY,10542,"Mahopac, NY",41.369836,-73.7508335,16,5,5,5,5,3,5,2,5,4,1,1,1,1,2,2,2,2,1,4,2,1,1,2,5,2,1,1,1,3,1,2,2,2,2,2,1,2,2,2,1,2,2,1,3,2,A1GIA6WCGRJRY7,R_262Y38oey8MGvQN,41.71670532,-74.00789642,2,2,Consider,4.333333333,1.333333333,No,Flag,Yonkers,NY,,Greenburgh,NY,,Sleepy Hollow,NY,10591,5,,,1,
24,18-30,Female,HS_diploma,12500,White,Port Orange,FL,32127,"Port Orange, FL",29.1134915,-80.994854,24,5,5,5,5,5,5,5,5,5,1,1,1,1,1,4,1,4,1,4,4,1,1,2,5,3,1,1,2,3,2,5,3,2,3,1,1,1,1,3,2,3,4,1,2,4,A3OMUSG91MTI3H,R_0fvLbgDfmqWX9Ix,29.13479614,-81.02480316,5,4,Consider,5,1.5,No,Flag,Port Orange,FL,,,,,Port Orange,FL,32127,24,,,1,
25,18-30,Female,Graduate,87500,White,Warrensburg,MO,64093,"Warrensburg, MO",38.7644115,-93.729115,25,5,5,5,5,2,5,3,5,5,1,1,2,1,2,1,1,1,2,2,2,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AIY1POSXW7GJ8,R_2s2tKOzIyR5x1Gt,38.78619385,-93.72389984,2,2,Consider,4.444444444,1.333333333,No,Flag,Warrensburg,MO,,Higginsville,MO,,Warrensburg,MO,64093,25,,,1,
28,18-30,Male,No_degree,100000,White,Philadelphia,PA,19124,"Philadelphia, PA",40.013587,-75.111436,28,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,2,1,3,4,1,1,1,5,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,A38TBA91C2B36K,R_8fe03ZEfXRgndKR,40.07980347,-75.28549957,4,1,No,4.888888889,1,No,No,Philadelphia,PA,,Philadelphia,PA,,Montgomery Township - Montgomery County,PA,19444,28,,,1,
39,31-40,Female,No_degree,1,White,Chaparral,NM,88021,"Chaparral, NM",32.02411435,-106.5058574,20,5,5,5,5,2,5,3,5,4,1,1,1,3,1,1,1,1,1,4,3,1,1,1,5,3,4,1,1,1,1,4,3,3,2,5,1,1,3,3,3,3,4,1,1,3,A2910C6J5DV027,R_2ae3iuiwcRqHHlb,36.92059326,-83.97080231,2,3,Consider,4.333333333,1.333333333,No,Flag,Manila,AR,,La Follette,TN,,La Follette,TN,37766,18,,,1,
32,31-40,Female,Associates,25000,White,Stigler,OK,74462,"Stigler, OK",35.2627465,-95.112965,32,5,5,4,5,2,5,4,5,2,1,2,1,1,5,1,1,1,1,2,3,1,1,5,4,1,4,1,1,1,1,4,2,5,4,4,4,4,2,5,5,5,4,1,2,2,A1L34PP7F0AMUE,R_a8YKucmx0fAzYfr,35.95820618,-94.96240234,2,5,Consider,4.111111111,1.833333333,No,Flag,Stigler,OK,,Keota,OK,,Stigler,OK,74462,32,,,1,
