Age,Age_Bin,Gender,Education,Income,Race,RaisedCity,RaisedState,RaisedZip,RaisedPlace,Latitude,Longitude,RaisedYears,PR_1156,PR_1155,PR_1154,PR_1153,PR_1152,PR_1151,PR_1151INC,PR_1150,PR_1149,PR_1148,PR_1147,PR_1146,PR_1071,PR_1070,PR_1067,PR_1066,PR_1065,PR_1048,PR_1009,PR_1007,PI_1159,PI_1158,PI_1157,PI_1094,PI_1054,PI_1049,PI_1047,PI_1040,PI_1033,PI_1030,PI_1029,CU_1079,CU_1078,CU_1060.1,CU_1027.1,CU_1020.1,CU_1019.1,CG_1082,CG_1081,CG_1080,CG_1026.1,CG_1025.1,CG_1024.1,CG_1023,CG_1021.1,CG_1018.1,AmazonID,ResponseID,LocationLatitude,LocationLongitude,CG_Min,CU_Max,Min_Max_Discard,CG_Score,CU_Score,C_Sum_Discard,Discard?,MomCity,MomState,MomCountry,DadCity,DadState,DadCountry,CurrentCity,CurrentState,CurrentZip,CurrentYears,Race_Other,RaisedOther,Languages,LanguageList
61,61_up,Male,Bachelors degree,$25000 - $37499,White,Cleveland,Ohio,44111,"Cleveland, Ohio 44111",41.45226,-81.784170,18,2,1,2,3,3,2,,2,5,1,1,2,1,2,1,3,1,1,1,1,1,1,1,3,1,1,2,1,5,4,2,1,2,1,2,1,1,5,5,3,5,5,5,5,5,5,A2NFKOH8HAAL1P,R_2rVGpkrrdoZSZGy,41.48100281,-81.6309967,3,2,No,4.777777778,1.333333333,No,No,Ashtabula,Ohio,,New York,New York,,Cleveland,Ohio,44111,10,,,1,none
38,31-40,Male,Bachelors degree,$12500 - $24999,White,New Philadelphia,Ohio,44662,"New Philadelphia, Ohio 44662",40.508228,-81.448750,18,1,1,3,4,4,4,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,4,4,2,1,1,1,1,1,1,5,5,4,4,4,5,4,5,4,AEKT85Q3WVLD9,R_23ajIKMAxK4kAdH,39.88839722,-86.31089783,4,1,No,4.444444444,1,No,No,Barnsville,Ohio,,Elyria,Ohio,,Indianapolis,Indiana,46227,8,,,1,English
25,18-30,Female,Some college no degree,$25000 - $37499,Hispanic/Latino/Latina,Strongsville,Ohio,44136,"Strongsville, Ohio 44136",41.319825,-81.811505,16,5,2,3,3,3,5,,1,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,4,5,4,5,3,5,4,5,5,A1CXMDUNE9A6VO,R_aYtpm7hpr6nr9JL,26.29769897,-80.17759705,3,2,No,4.444444444,1.166666667,No,No,Cleveland,Ohio,,Cleveland,Ohio,,Coconut Creek,Florida,33073,1,,,1,English
32,31-40,Female,Some college no degree,$100000 or more,White,Salem,Ohio,44460,"Salem, Ohio 44460",40.900892,-80.856750,16,3,2,3,1,4,2,,2,4,5,3,2,1,1,1,5,5,5,1,1,2,3,1,5,2,3,5,4,5,5,5,2,2,2,1,1,3,5,5,5,5,4,5,5,5,5,A3I3JQX0P2F0K3,R_32KNoQr53zwwtUS,40.03450012,-82.86949921,4,3,No,4.888888889,1.833333333,No,No,Elkins,West Virginia,,Salem,Ohio,,Westerville,Ohio,43081,2,,,1,English
24,18-30,Female,Some college no degree,$25000 - $37499,White,columbus,Ohio,43085,"columbus, Ohio 43085",40.103832,-83.020024,15,4,3,3,4,4,5,5,5,4,5,2,3,3,2,2,4,,3,2,2,2,1,2,1,1,2,2,4,1,3,5,2,1,1,1,1,2,5,5,1,5,4,5,5,5,5,AC4LBMA5QJJ1I,R_2czLL3Msw08s0Fs,47.89849854,-122.2588959,1,2,Consider,4.444444444,1.333333333,No,Flag,harlingen,Texas,,harlingen,Texas,,everett,Washington,98208,24,,,1,english
29,18-30,Male,Bachelors degree,$62500 - $74999,White,Arlington,Ohio,45814,"Arlington, Ohio 45814",40.893664,-83.650209,8,2,1,2,2,4,2,,1,2,1,1,2,1,3,2,4,4,2,4,3,2,2,1,1,1,2,2,3,3,3,1,1,1,2,2,1,1,4,5,4,5,4,5,5,5,5,A1JQQLEYS6GO5A,R_1mqHHuh20yMmxrk,38,-97,4,2,No,4.666666667,1.333333333,No,No,Owensboro,Kentucky,,Owensboro,Kentucky,,Owensboro,Kentucky,42301,16,,"Ashland, KY",1,English
33,31-40,Female,Some college no degree,$25000 - $37499,Black/African American,Cincinnati,Ohio,45217,"Cincinnati, Ohio 45217",39.167682,-84.498621,8,3,3,2,3,3,2,3,4,5,1,2,5,4,3,3,3,,3,4,4,1,1,1,2,5,5,3,4,5,2,2,5,1,1,1,1,1,4,5,5,5,5,5,5,5,5,A13IQXMO6J3KW4,R_3PHpVNybhTjGezf,47.84350586,-122.1957016,4,5,Consider,4.888888889,1.666666667,No,Flag,Cincinnati,Ohio,,Cincinnati,Ohio,,Lake Stevens,Washington,98258,8,,"Spring Lake, North Carolina, Cincinnati, Ohio",1,English
25,18-30,Female,High school graduate,$25000 - $37499,White,Yukon,Oklahoma,73099,"Yukon, Oklahoma 73099",35.506721,-97.762544,22,2,1,3,2,3,1,3,2,3,1,1,1,1,1,1,1,,1,2,2,1,1,1,2,1,1,1,3,3,1,1,1,1,1,2,1,1,5,5,5,4,3,5,5,5,4,A19TL7AJ0FB1JG,R_1OIV3gGn9008bMs,35.53309631,-97.77069855,3,2,No,4.555555556,1.166666667,No,No,Wheatland,Oklahoma,,Fort Scott,Kansas,,Yukon,Oklahoma,73099,22,,,1,English
43,41-50,Male,Graduate degree (masters doctorate etc.),$50000 - $62499,White,tulsa,Oklahoma,74464,"tulsa, Oklahoma 74464",35.985360,-95.282278,18,2,2,5,1,4,2,3,2,4,2,1,3,4,5,5,4,,1,5,5,1,1,1,1,1,1,1,1,5,2,3,1,1,1,1,1,1,5,5,4,5,5,4,4,5,5,A3CIUPLZ6614U2,R_2zVcxQSTKDfQUZ7,26.63600159,-81.59580231,4,1,No,4.666666667,1,No,No,cartersville,Oklahoma,,norman,Oklahoma,,seattle,Washington,98070,6,,,1,english
51,51-60,Female,Graduate degree (masters doctorate etc.),$62500 - $74999,White,Tulsa,Oklahoma,74135,"Tulsa, Oklahoma 74135",36.100581,-95.925121,11,3,5,5,5,5,5,,1,5,4,1,4,2,2,2,3,2,1,2,2,3,2,3,1,2,3,2,2,2,2,1,3,2,2,2,2,1,5,5,4,5,5,3,5,5,4,AU6EN0UU4170H,R_1CeEIfglXh8mB75,47.63549805,-122.3235016,3,3,No,4.555555556,2,Consider,Flag,Marlow,Oklahoma,,El Reno,Oklahoma,,Renton,Washington,98055,10,,,1,English
42,41-50,Male,Some college no degree,$37500 - $49999,Asian,Wilsonville,Oregon,97070,"Wilsonville, Oregon 97070",45.299841,-122.773706,30,4,4,3,1,5,1,1,1,5,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,5,3,5,1,1,1,1,1,1,1,1,4,5,4,5,1,5,5,5,5,A2LO6IMD1O3136,R_2Cwg9jddaF3tn1G,45.45089722,-122.6961975,1,1,Consider,4.333333333,1,No,Flag,Des Moines,Iowa,,Des Moines,Iowa,,Portland,Oregon,97218,12,,,1,English
42,41-50,Male,High school graduate,$12500 - $24999,White,portland,Oregon,97062,"portland, Oregon 97062",45.528858,-122.416458,28,2,5,4,2,4,2,2,5,5,1,2,2,3,3,2,2,,3,2,2,2,2,2,2,1,2,5,3,4,5,5,1,2,2,1,1,3,5,5,3,5,5,5,5,5,5,A3P5WIW36V70AI,R_2b45ZSJHJ0QChjB,27.78990173,-82.6772995,3,3,No,4.777777778,1.666666667,No,No,portland,Oregon,,portland,Oregon,,tallahassee,Florida,32304,2,,,1,english
30,18-30,Female,Bachelors degree,$12500 - $24999,White,Portland,Oregon,00000,"Portland, Oregon",45.523062,-122.676481,25,1,1,1,1,1,1,,1,2,1,3,1,2,3,3,4,3,3,3,2,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,5,5,3,5,2,5,5,5,4,A28WKEUHQLFVS3,R_1QmALJDufk3koGN,44.07440186,-121.2574005,2,1,Consider,4.333333333,1,No,Flag,Los Angeles,California,,Portland,Oregon,,Portland,Oregon,0,25,,,4 or more,"French, Italian, Spanish and English"
32,31-40,Female,Some college no degree,$25000 - $37499,White,Mt. Angel,Oregon,97362,"Mt. Angel, Oregon 97362",45.067898,-122.800091,20,4,3,1,3,5,5,5,3,4,4,1,3,1,3,1,4,,2,2,2,1,1,1,1,1,1,2,3,4,5,2,1,1,1,2,1,1,3,5,5,5,5,5,5,5,5,A3W3TEOEEF4Z3X,R_bORqFzIcfqXmZ7r,44.63909912,-123.2709961,3,2,No,4.777777778,1.166666667,No,No,Mt. Angel,Oregon,,Wadena,Minnesota,,Corvallis,Oregon,97333,1,,,1,English
21,18-30,Male,High school graduate,$12500 - $24999,White,Dallas,Oregon,97338,"Dallas, Oregon 97338",44.919284,-123.317047,20,2,3,1,3,3,1,2,2,3,4,1,2,1,1,1,5,,2,1,1,3,2,1,1,2,2,1,3,5,5,3,1,2,1,2,1,1,3,5,5,5,5,5,3,5,4,A3AV6KOHWMFUP0,R_1KoGdnA3twqF5rd,44.9434967,-123.9487,3,2,No,4.444444444,1.333333333,No,No,Fort Madison,Iowa,,Albany,New York,,Lincoln City,Oregon,97388,1,,,2,"English, German"
24,18-30,Male,Some college no degree,Less than $12500,White,Corvallis,Oregon,97330,"Corvallis, Oregon 97330",44.564565,-123.262043,19,3,2,1,1,2,2,,2,1,1,1,1,1,2,1,2,5,1,1,2,5,1,5,1,2,1,5,2,5,5,3,1,1,1,3,1,2,4,5,4,5,3,5,5,5,5,A1G7YH89746Y3W,R_2QKhsdWyycuVPis,44.63639832,-123.0065002,3,3,No,4.555555556,1.5,No,No,Big Bear,California,,Klamath Falls,Oregon,,Albany,Oregon,97321,1,,,1,English
68,61_up,Female,Some college no degree,$12500 - $24999,White,Falls city,Oregon,97344,"Falls city, Oregon 97344",44.866228,-123.435938,18,1,3,4,3,4,4,,1,1,1,1,3,1,4,4,1,4,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,AD368A1RHHRC3,R_Xuj59UOmbdfssvL,38.47790527,-105.4555969,5,1,No,5,1,No,No,Utica,Indiana,,Clarksville,Indiana,,Canon City,Colorado,81212,44,,,1,English
28,18-30,Male,High school graduate,$25000 - $37499,White,Portland,Oregon,97215,"Portland, Oregon 97215",45.516241,-122.597526,18,4,3,5,1,4,1,1,2,5,1,2,2,2,2,1,2,,2,4,1,5,1,5,1,2,3,4,5,5,5,5,2,3,2,1,1,1,5,5,5,5,4,5,5,5,5,A3D5VAUXFDBM3Z,R_29mq0jT9pUhSe3I,45.6867981,-122.5755997,4,3,No,4.888888889,1.666666667,No,No,yakimah,Washington,,anchorage,Alaska,,Vancouver,Washington,98661,10,,,1,English
26,18-30,Male,Graduate degree (masters doctorate etc.),$25000 - $37499,White,Eugene,Oregon,97401,"Eugene, Oregon 97401",44.063717,-123.084706,18,5,1,1,1,4,1,,1,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,4,1,5,1,1,1,1,1,1,5,5,5,5,2,4,4,5,5,AOCX1V412ZRFC,R_24wRa4tIyp18SVP,44.07440186,-121.2574005,2,1,Consider,4.444444444,1,No,Flag,Portland,Oregon,,Portland,Oregon,,Bend,Oregon,97701,3,,,1,English
25,18-30,Female,Bachelors degree,$62500 - $74999,White,Corvallis,Oregon,97330,"Corvallis, Oregon 97330",44.564565,-123.262043,18,1,1,3,4,3,5,,2,5,3,1,4,2,1,1,3,2,1,2,2,2,1,2,1,1,1,2,4,4,3,1,2,2,1,2,1,1,5,5,4,5,4,5,3,5,4,A10SAKP477RUXD,R_blLERo8ChNgpNG9,45.5072937,-122.6931992,3,2,No,4.444444444,1.5,No,No,Portland,Oregon,,Portland,Oregon,,Portland,Oregon,97212,7,,,1,English
61,61_up,Female,High school graduate,Less than $12500,White,The Dalles,Oregon,97058,"The Dalles, Oregon 97058",45.594564,-121.178682,17,3,4,5,1,5,2,1,3,4,1,1,1,1,2,2,3,,1,3,2,1,1,1,1,4,2,4,1,5,1,1,1,2,1,1,1,1,5,5,5,5,5,5,5,5,5,A3NF9B2NLCLZWT,R_3PNujyQX9S1CdkF,46.48869324,-122.4421997,5,2,No,5,1.166666667,No,No,Kuala Lumpur,Outside the United States,Malaya,West Brookfield,Massachusetts,,Cinebar,Washington,98533,10,,,1,English
28,18-30,Male,Bachelors degree,$50000 - $62499,White,Cornelius,Oregon,97113,"Cornelius, Oregon 97113",45.519837,-123.059828,12,2,1,2,1,5,3,2,1,5,5,5,2,5,1,2,2,,1,2,2,5,1,5,1,1,1,1,1,5,3,2,5,2,1,1,1,1,5,5,5,5,4,5,5,5,4,A39K9RKR1YHQOR,R_3dVYJgTLCDJJVA2,45.61030579,-122.7454987,4,5,Consider,4.777777778,1.833333333,No,Flag,Las Vegas,Nevada,,Los Angeles,California,,Portland,Oregon,97203,12,,,1,English
47,41-50,Female,Graduate degree (masters doctorate etc.),$100000 or more,White,portland,Oregon,97266,"portland, Oregon 97266",45.486392,-122.559374,11,2,2,4,5,4,4,4,4,2,3,2,4,2,3,1,3,,1,2,3,2,1,1,1,1,1,5,2,5,1,1,1,2,1,2,1,1,4,5,3,4,5,5,5,5,5,A1EH9BPKYXFBS5,R_3j97dpRBI0D59SC,45.54420471,-122.6430969,3,2,No,4.555555556,1.333333333,No,No,portland,Oregon,,portland,Oregon,,portland,Oregon,97230,40,,,2,french
46,41-50,Female,Some high school,$12500 - $24999,White,Drew,Oregon,00000,"Drew, Oregon",42.881940,-122.898329,10,1,2,1,1,3,1,,3,5,5,3,3,5,5,5,3,5,3,5,5,3,1,1,1,1,2,5,1,3,5,5,1,2,2,1,1,1,5,5,5,5,5,5,5,5,5,A1VJAKNGJPT0M3,R_2OHMP5X3Vhsfpmm,32.57989502,-84.83329773,5,2,No,5,1.333333333,No,No,Drew,Oregon,,Pella,Iowa,,Phenix City,Alabama,36869,30,,,1,English
51,51-60,Female,Associates degree,$12500 - $24999,White,latrobe,Pennsylvania,15650,"latrobe, Pennsylvania 15650",40.321180,-79.379481,51,5,5,4,5,4,5,,1,5,5,3,5,1,3,3,1,4,5,1,1,1,1,1,5,1,1,5,1,5,5,5,5,1,1,1,1,1,5,5,3,5,5,5,5,5,4,ASRI4XGCPE999,R_3UdROLGdDeFoyHz,40.33560181,-79.55069733,3,5,Consider,4.666666667,1.666666667,No,Flag,greensburg,Pennsylvania,,latrobe,Pennsylvania,,latrobe,Pennsylvania,15650,51,,,1,english
31,31-40,Male,Bachelors degree,$100000 or more,White,Allentown,Pennsylvania,18103,"Allentown, Pennsylvania 18103",40.571919,-75.492727,30,2,1,1,1,1,3,,2,4,1,1,2,1,2,1,2,4,2,3,1,3,2,1,1,1,1,5,2,4,3,4,2,1,1,1,2,2,5,5,2,5,4,5,5,5,4,A2FB7PA68MG38J,R_2vjqB3atKCO8yn1,39.89709473,-76.16359711,2,2,Consider,4.444444444,1.5,No,Flag,Jersey City,New Jersey,,Point PLeasant,New Jersey,,Allentown,Pennsylvania,18103,30,,,1,English
29,18-30,Female,Bachelors degree,$12500 - $24999,White,Butler,Pennsylvania,16001,"Butler, Pennsylvania 16001",40.861175,-79.895332,29,2,2,2,2,4,3,,5,2,3,1,3,1,2,2,2,5,4,1,1,1,1,2,1,1,2,5,2,2,2,5,1,1,1,2,1,2,5,5,5,5,4,5,5,5,5,AOPG07J95DDJT,R_TgWCSYIXiZAivw5,40.91400146,-79.93199921,4,2,No,4.888888889,1.333333333,No,No,Butler,Pennsylvania,,Pittsburgh,Pennsylvania,,Butler,Pennsylvania,16001,29,,,1,English
25,18-30,Male,Some college no degree,$12500 - $24999,White,Ford City,Pennsylvania,16226,"Ford City, Pennsylvania 16226",40.772286,-79.529767,25,1,1,2,2,4,3,,4,3,4,3,1,1,1,1,4,5,2,1,1,1,1,5,1,1,2,3,1,4,5,5,2,2,1,1,1,1,5,5,5,5,2,5,4,5,5,A2IY4Z79FRNF7N,R_1pEizUnG9QHCPu3,40.710495,-79.47740173,2,2,Consider,4.555555556,1.333333333,No,Flag,Kittanning,Pennsylvania,,Kittanning,Pennsylvania,,Ford City,Pennsylvania,16226,25,,,1,English
33,31-40,Male,Bachelors degree,$87500 - $99999,White,harrisburg,Pennsylvania,17123,"harrisburg, Pennsylvania 17123",40.266838,-76.885382,24,2,2,3,2,3,2,3,4,2,1,1,2,1,1,1,3,,2,1,1,1,1,1,1,1,1,3,2,5,5,5,1,2,1,1,1,2,4,5,4,5,5,5,5,5,5,A1R6ZLM9V362F7,R_1iqTxcODlXJ6mO4,41.73510742,-88.04470062,4,2,No,4.777777778,1.333333333,No,No,tucson,Arizona,,philadelphia,Pennsylvania,,chicago,Illinois,60604,4,,,1,english 
48,41-50,Male,Bachelors degree,$12500 - $24999,White,State College,Pennsylvania,16801,"State College, Pennsylvania 16801",40.793394,-77.860001,22,1,4,2,1,2,1,2,4,2,1,1,1,1,1,1,2,,1,1,1,5,1,5,1,2,5,1,4,5,5,1,1,1,1,1,1,1,4,5,4,5,5,5,5,5,5,A382OV019QLW6H,R_2fczqwh0PN0IcnY,40.80769348,-81.97299957,4,1,No,4.777777778,1,No,No,State College,Pennsylvania,,Huntington Beach,California,,Orrville,Ohio,44667,7,,,1,English
32,31-40,Female,Bachelors degree,$25000 - $37499,White,Ambler,Pennsylvania,19002,"Ambler, Pennsylvania 19002",40.154553,-75.221565,20,1,3,2,2,1,5,5,1,5,5,1,4,2,2,2,5,,3,4,2,5,2,5,1,1,1,1,1,2,2,2,1,1,1,2,1,1,5,5,5,5,4,5,5,5,5,AC4YKFLT4A3R0,R_1IblE2ODWZ2cqDb,19.69760132,-155.1412964,4,2,No,4.888888889,1.166666667,No,No,Ambler,Pennsylvania,,Philadelphia,Pennsylvania,,Pullman,Washington,99163,3,,,2,"English, American Sign Language"
30,18-30,Male,Bachelors degree,$12500 - $24999,White,Erie,Pennsylvania,16505,"Erie, Pennsylvania 16505",42.094864,-80.170766,20,4,5,3,3,3,4,3,2,4,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,5,5,3,1,5,5,1,3,1,2,1,1,5,5,5,5,2,5,5,5,5,A3EPDU2O2JMR50,R_5be16K3KbJhaSPL,42.03370667,-80.22850037,2,3,Consider,4.666666667,1.5,No,Flag,Erie,Pennsylvania,,Grand Rapids,Michigan,,Fairview,Pennsylvania,16415,3,,,1,English
36,31-40,Female,Bachelors degree,Less than $12500,White,Callensburg,Pennsylvania,16213,"Callensburg, Pennsylvania 16213",41.125569,-79.558412,18,3,3,3,3,4,3,3,3,5,5,3,3,3,3,4,4,,4,5,5,4,1,4,2,4,5,5,3,5,3,4,3,2,2,2,2,1,5,5,5,5,5,5,5,5,4,A37IDH6SRRZ247,R_RmJRi5N2ZrabnrP,41.05859375,-80.33480072,4,3,No,4.888888889,2,Consider,Flag,Ellwood City,Pennsylvania,,New Castle,Pennsylvania,,New Castle,Pennsylvania,16101,1,,,1,English
51,51-60,Female,Bachelors degree,$100000 or more,White,Pittsburgh,Pennsylvania,15044,"Pittsburgh, Pennsylvania 15044",40.631548,-79.952845,18,2,2,4,5,4,5,5,1,5,3,1,4,1,2,1,3,,1,2,2,1,1,1,1,2,4,5,2,1,3,3,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,A3G5IPGLH1IIZN,R_1ou9sIEIWDnmH9l,39.04370117,-77.48750305,4,1,No,4.888888889,1,No,No,Pittsburgh,Pennsylvania,,Pittsburgh,Pennsylvania,,Pittsburgh,Pennsylvania,15237,24,,,1,English
37,31-40,Male,Graduate degree (masters doctorate etc.),$100000 or more,White,Philadelphia,Pennsylvania,19154,"Philadelphia, Pennsylvania 19154",40.091375,-74.985167,18,4,2,1,1,1,1,,1,2,1,1,1,2,1,1,4,1,1,1,2,5,1,5,1,1,1,1,2,2,2,1,2,2,3,2,1,1,5,5,5,5,4,5,5,5,5,A13WPY58VH89M5,R_3lK9cfUCX7nkdyH,39.93890381,-75.18470001,4,3,No,4.888888889,1.833333333,No,No,Philadelphia,Pennsylvania,,Philadelphia,Pennsylvania,,Philadelphia,Pennsylvania,19103,12,,,1,English
33,31-40,Male,Bachelors degree,$75000 - $87499,White,Pittsburgh,Pennsylvania,15202,"Pittsburgh, Pennsylvania 15202",40.497453,-80.060344,17,3,3,5,2,4,4,,3,5,4,2,1,4,4,3,3,4,4,4,5,2,1,1,3,4,5,3,2,5,5,5,4,1,2,1,1,2,5,5,4,5,5,5,5,5,1,A28RX7L0QZ993M,R_1MRKIt6FET529UX,40.54649353,-80.05249786,1,4,Consider,4.444444444,1.833333333,No,Flag,Pittsburgh,Pennsylvania,,Pittsburgh,Pennsylvania,,Pittsburgh,Pennsylvania,15241,33,,,1,English
28,18-30,Female,Some college no degree,$50000 - $62499,White,mifflintown,Pennsylvania,17059,"mifflintown, Pennsylvania 17059",40.569799,-77.396933,15,3,5,4,5,5,5,,1,5,5,5,5,4,5,5,4,5,2,5,4,1,1,1,4,5,5,1,5,5,5,4,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,A1SBACFOFDTV44,R_3FLFtjZ7jbnODzz,40.18080139,-77.21389771,5,2,No,5,1.166666667,No,No,tampa,Florida,,scottdale,Pennsylvania,,port royal,Pennsylvania,17082,5,,,1,English
27,18-30,Male,Bachelors degree,$25000 - $37499,White,Lyman,South Carolina,29365,"Lyman, South Carolina 29365",34.948174,-82.127331,26,1,1,3,1,5,1,,5,4,1,2,1,4,4,5,2,5,4,5,5,2,1,2,1,5,1,5,3,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,AK3H5QRAROFGP,R_3GrHebDQ3L5atBX,39.0045929,-77.03690338,5,1,No,5,1,No,No,Spartanburg,South Carolina,,Lyman,South Carolina,,Lyman,South Carolina,29365,26,,,1,English
47,41-50,Male,Some college no degree,$62500 - $74999,White,Campobello,South Carolina,29322,"Campobello, South Carolina 29322",35.115671,-82.150111,23,3,3,2,2,3,3,2,3,2,2,2,2,1,2,3,2,,3,3,2,2,2,1,1,1,3,3,2,2,3,3,2,2,2,2,1,3,4,5,5,5,4,5,5,5,5,A1PKPMAIW8KHON,R_3G8kgcPF4KLuUhl,34.90109253,-82.2661972,4,3,No,4.777777778,2,Consider,Flag,Roebuck,South Carolina,,Campobello,South Carolina,,Boiling Springs,South Carolina,29316,5,,,1,English
25,18-30,Female,Some college no degree,$25000 - $37499,Asian,Rapid City,South Dakota,00000,"Rapid City, South Dakota",44.080543,-103.231014,7,3,2,3,2,3,3,,4,3,1,2,2,3,3,3,3,4,5,3,4,2,5,1,1,2,5,2,1,5,3,3,2,2,2,3,1,1,5,5,5,5,4,5,5,5,5,A1VCIMAAY6GUD3,R_st0671BfRTRkLVT,36.27290344,-115.1333008,4,3,No,4.888888889,1.833333333,No,No,Cebu City,Outside the United States,Philippines,Oklahoma City,Oklahoma,,North Las Vegas,Nevada,89031,18,,N/A,1,English
56,51-60,Female,Bachelors degree,$50000 - $62499,White,memphis,Tennessee,38134,"memphis, Tennessee 38134",35.192793,-89.869220,40,2,1,3,1,1,3,,4,4,3,1,2,1,3,1,1,4,5,1,1,1,1,1,1,1,1,5,2,5,3,5,2,1,1,2,1,1,5,5,3,5,5,5,5,5,5,A2KYTQNLOF7W7S,R_30pokKMGIvJV7k6,40.94169617,-75.67639923,3,2,No,4.777777778,1.333333333,No,No,tamaqua,Pennsylvania,,lansford,Pennsylvania,,lansford,Pennsylvania,18218,1,,,1,english
34,31-40,Male,Bachelors degree,$25000 - $37499,White,Mt Juliet,Tennessee,37122,"Mt Juliet, Tennessee 37122",36.200055,-86.518605,34,4,2,1,1,5,1,,3,5,1,1,1,4,3,3,4,4,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,5,5,5,5,A1RDRK3QTM7U96,R_3MMTvuSzdEkCE5g,36.10780334,-86.76899719,4,1,No,4.777777778,1,No,No,Lebanon,Tennessee,,Lebanon,Tennessee,,Mt Juliet,Tennessee,37122,34,,,1,English
58,51-60,Female,High school graduate,$25000 - $37499,White,soddy,Tennessee,37379,"soddy, Tennessee 37379",35.316180,-85.168674,23,3,2,3,2,4,3,,1,2,1,2,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,3,2,2,2,1,2,4,5,4,4,4,4,4,5,5,A17TFC3BKJSACG,R_24o1ObSbXDPjMEc,35.30070496,-85.18070221,4,3,No,4.333333333,2,Consider,Flag,soddy,Tennessee,,soddy,Tennessee,,Hixson,Tennessee,37403,33,,,1,English
22,18-30,Male,Bachelors degree,$25000 - $37499,White,Hendersonville,Tennessee,37075,"Hendersonville, Tennessee 37075",36.304773,-86.619995,22,2,1,2,1,2,1,1,2,3,1,1,1,3,3,3,3,,1,3,2,5,1,1,2,1,2,2,3,2,2,3,2,2,2,1,1,2,4,5,5,5,4,5,5,5,3,A2C6DY9MK7V6Z4,R_3O33M4jHUZIoSLA,51.51420593,-0.09309387207,3,2,No,4.555555556,1.666666667,No,No,Nashville,Tennessee,,Nashville,Tennessee,,Hendersonville,Tennessee,37075,22,,,1,none
21,18-30,Male,Some college no degree,$37500 - $49999,White,Chattanooga,Tennessee,30742,"Chattanooga, Tennessee 30742",34.948716,-85.243784,21,4,2,3,1,4,1,,1,5,2,1,1,2,2,1,4,5,2,2,2,1,1,1,2,2,1,2,2,2,3,3,3,1,1,1,2,1,5,3,5,4,3,4,3,5,3,A5C761Y9MWNCA,R_1QFxcJOFAzI5A2k,34.93640137,-85.31009674,3,3,No,3.888888889,1.5,Consider,Flag,Chattanooga,Tennessee,,Chattanooga,Tennessee,,Chattanooga,Tennessee,30742,21,,,1,English
57,51-60,Female,Associates degree,$12500 - $24999,White,Maryville,Tennessee,37801,"Maryville, Tennessee 37801",35.756471,-83.970459,16,1,2,1,1,5,5,2,5,1,1,1,1,5,5,1,1,,5,5,4,1,1,1,1,5,2,5,5,5,3,3,1,1,1,1,1,1,5,5,3,5,5,5,5,5,5,A20NITCOBY4775,R_1hSzzlRz09k6rcn,47.19009399,-119.3074036,3,1,No,4.777777778,1,No,No,Maryville,Tennessee,,Maryville,Tennessee,,Benton City,Washington,99320,2,,,1,english
27,18-30,Male,Bachelors degree,$50000 - $62499,White,Georgetown,Tennessee,37336,"Georgetown, Tennessee 37336",35.287607,-84.946274,15,2,3,1,1,5,1,2,2,4,1,1,1,3,3,3,3,,1,3,2,1,2,1,1,2,2,1,2,4,2,2,2,2,2,1,1,2,5,5,5,5,4,4,5,5,4,A1QTQISKEHWSKZ,R_9tL0bD5UhRApJqF,35.25770569,-84.71320343,4,2,No,4.666666667,1.666666667,No,No,Chattanooga,Tennessee,,Ringgold,Georgia,,Dayton,Tennessee,37321,4,,,1,English
22,18-30,Female,High school graduate,$25000 - $37499,White,Knoxville,Tennessee,37924,"Knoxville, Tennessee 37924",36.026800,-83.794255,9,2,1,4,1,4,2,,5,3,2,2,2,3,2,3,4,5,2,1,4,1,3,2,1,5,2,3,1,4,1,5,2,1,2,1,1,1,5,5,4,5,5,4,5,5,5,AG8LX96SD4ROA,R_vOnxykjcf8zp4xr,36.12879944,-83.81259918,4,2,No,4.777777778,1.333333333,No,No,Knoxville,Tennessee,,Knoxville,Tennessee,,Nashville,Tennessee,37115,5,,,1,English
