Age,Age_Bin,Gender,Education,Income,Race,RaisedCity,RaisedState,RaisedZip,RaisedPlace,Latitude,Longitude,RaisedYears,PR_1156,PR_1155,PR_1154,PR_1153,PR_1152,PR_1151,PR_1151INC,PR_1150,PR_1149,PR_1148,PR_1147,PR_1146,PR_1071,PR_1070,PR_1067,PR_1066,PR_1065,PR_1048,PR_1009,PR_1007,PI_1159,PI_1158,PI_1157,PI_1094,PI_1054,PI_1049,PI_1047,PI_1040,PI_1033,PI_1030,PI_1029,CU_1079,CU_1078,CU_1060.1,CU_1027.1,CU_1020.1,CU_1019.1,CG_1082,CG_1081,CG_1080,CG_1026.1,CG_1025.1,CG_1024.1,CG_1023,CG_1021.1,CG_1018.1,AmazonID,ResponseID,LocationLatitude,LocationLongitude,CG_Min,CU_Max,Min_Max_Discard,CG_Score,CU_Score,C_Sum_Discard,Discard?,MomCity,MomState,MomCountry,DadCity,DadState,DadCountry,CurrentCity,CurrentState,CurrentZip,CurrentYears,Race_Other,RaisedOther,Languages,LanguageList
36,31-40,Male,Bachelors degree,$75000 - $87499,White,shoreline,Washington,98133,"shoreline, Washington 98133",47.739302,-122.343533,15,2,2,2,2,4,3,,1,4,3,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,1,1,5,5,2,1,2,2,2,1,3,5,5,4,5,3,5,5,5,2,A29E32MWE9CE40,R_ZlSby1PzKCQzzCF,47.63439941,-122.3422012,2,3,Consider,4.333333333,1.833333333,No,Flag,seattle,Washington,,seattle,Washington,,lake forest park,Washington,98155,20,,,1,english
37,31-40,Female,Bachelors degree,$37500 - $49999,White,Bothell,Washington,98011,"Bothell, Washington 98011",47.759038,-122.202107,13,4,3,5,4,4,4,5,3,5,1,2,1,4,3,2,3,,4,1,5,2,2,3,4,3,2,4,4,5,4,5,3,1,1,1,1,1,5,5,5,5,5,5,5,5,5,A2PGTCN71FKOYF,R_2zDd5HYLf5r9eTo,24.7993927,-107.3897018,5,3,No,5,1.333333333,No,No,Aberdeen,Washington,,Vancouver,Washington,,"Albany, Oregon",Oregon,97322,3,,,1,English
74,61_up,Female,Associates degree,$12500 - $24999,White,Chewelah,Washington,00000,"Chewelah, Washington",48.276287,-117.715520,12,4,5,1,5,5,4,,2,5,5,2,5,5,4,4,4,1,4,4,2,1,2,2,1,3,5,3,3,4,5,4,1,2,3,2,1,2,4,5,3,5,5,5,3,5,5,A20IAXX6KQMWC3,R_VKWfV16WFnt7ctz,47.6914978,-117.3880997,3,3,No,4.444444444,1.833333333,No,No,Lebanon,Kansas,,Hunters,Washington,,Spokane,Washington,99202,65,,,1,English
48,41-50,Male,Bachelors degree,$100000 or more,White,Bainbridge Island,Washington,00000,"Bainbridge Island, Washington",47.626208,-122.521244,12,2,3,4,4,4,4,3,3,4,4,2,5,3,1,2,5,,4,2,2,2,1,1,2,2,2,5,5,5,4,4,2,2,1,2,1,2,5,5,3,5,2,5,5,5,5,A2UQOL13KMGZEU,R_29hbGfCSEL618jS,47.83540344,-122.3278961,2,2,Consider,4.444444444,1.666666667,No,Flag,Eugene,Oregon,,Eugene,Oregon,,Lynnwood,Washington,98037,5,,,1,English
47,41-50,Male,Bachelors degree,$62500 - $74999,White,Bothell,Washington,98012,"Bothell, Washington 98012",47.837259,-122.215519,11,1,5,1,1,2,3,,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,2,2,5,4,5,3,5,5,5,5,A364KJDYEBAWC9,R_1rMs8LGHCXTVt2Q,47.68539429,-122.2872009,2,2,Consider,4.333333333,1.166666667,No,Flag,Seattle,Washington,,Seattle,Washington,,Lynnwood,Washington,98037,3,,,1,English
44,41-50,Male,Bachelors degree,$50000 - $62499,White,Walla Walla,Washington,99362,"Walla Walla, Washington 99362",46.064580,-118.343020,10,3,1,1,1,1,1,1,2,3,1,1,1,3,4,4,2,,1,2,3,1,1,1,1,1,1,5,3,5,2,1,2,1,1,1,1,1,3,5,5,4,5,5,5,5,5,A26UIS59SY4NM6,R_2XaNf8LaRKRV4WY,37.33380127,-121.8914948,3,2,No,4.666666667,1.166666667,No,No,Los Angeles,California,,Los Angeles,California,,Los Angeles,California,92692,20,,,1,English
21,18-30,Female,Some college no degree,Less than $12500,White,Kirkland,Washington,98033,"Kirkland, Washington 98033",47.668829,-122.192387,10,2,5,1,1,2,1,4,1,4,1,1,1,1,2,1,4,,1,2,2,1,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,1,4,5,4,4,4,4,4,5,4,A2BNWPI0NDI7K7,R_3Gg0mmTOgoKAsz0,19.19999695,-96.13330078,4,1,No,4.222222222,1,No,No,Saginaw,Michigan,,Anaheim,California,,Seattle,Washington,98103,3,,,1,english
29,18-30,Male,Bachelors degree,Less than $12500,White,Federal Way,Washington,98023,"Federal Way, Washington 98023",47.305531,-122.374420,10,3,2,3,3,5,3,,1,4,5,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,5,3,5,4,5,4,5,5,A19RUG52RE6I6M,R_vMIOIJbdQnuTai5,47.17709351,-122.1865005,3,1,No,4.555555556,1,No,No,Pasadena ,California,,Seattle,Washington,,Federal Way,Washington,98023,5,,,3,"English, French, Malagasy"
21,18-30,Female,High school graduate,$25000 - $37499,White,Kent,Washington,00000,"Kent, Washington",47.380933,-122.234843,10,5,1,5,5,5,5,,1,3,1,1,1,2,1,1,1,1,5,3,1,3,3,4,3,1,1,5,5,5,5,5,5,1,1,1,1,2,5,5,5,5,5,5,1,5,5,A2HGDILIMZWQI9,R_2BhQh2brka80SXU,47.19799805,-122.4472961,1,5,Consider,4.555555556,1.833333333,No,Flag,Los Angeles,California,,Los Angeles,California,,Seattle,Washington,98109,2,,,1,English
33,31-40,Male,Bachelors degree,$62500 - $74999,White,South Charleston,West Virginia,25303,"South Charleston, West Virginia 25303",38.363268,-81.685680,15,1,1,1,1,1,1,1,4,3,4,2,1,3,1,3,1,,3,4,3,1,2,1,1,1,1,1,1,3,4,1,1,1,4,1,2,1,5,5,3,5,3,5,5,5,5,A2XVOYY8BDEZXF,R_1K1iLPq9vszNdQz,45.52340698,-122.6762009,3,4,Consider,4.555555556,1.666666667,No,Flag,Charleston,West Virginia,,Prestonsburg,Kentucky,,Beaverton,Oregon,97006,2,,,1,English
28,18-30,Male,Associates degree,$25000 - $37499,White,Hartland,Wisconsin,53029,"Hartland, Wisconsin 53029",43.105008,-88.342039,20,3,4,3,3,2,4,3,2,5,4,2,3,2,2,1,4,,2,1,1,1,2,2,2,2,2,5,2,2,2,1,1,3,2,2,2,2,4,5,5,5,4,5,5,5,5,A3DCWHFPPB2XDJ,R_3KSDI1eo2B0mlH6,43.38400269,-88.16369629,4,3,No,4.777777778,2,Consider,Flag,Milwaukee,Wisconsin,,Milwaukee,Wisconsin,,Hartford,Wisconsin,53027,4,,,1,English
25,18-30,Male,High school graduate,$12500 - $24999,White,wautoma,Wisconsin,54982,"wautoma, Wisconsin 54982",44.074699,-89.287896,19,3,3,3,1,5,1,,5,5,1,1,1,3,2,3,3,5,1,3,3,1,1,1,1,1,1,2,1,4,5,3,2,1,1,1,1,2,5,5,5,5,5,5,5,5,5,A1M7LS52Q27AHU,R_ROASO849vHSsQtr,44.24530029,-88.3647995,5,2,No,5,1.333333333,No,No,wild rose,Wisconsin,,redgranite,Wisconsin,,kaukauna,Wisconsin,54130,1,,,1,english
25,18-30,Male,Associates degree,$37500 - $49999,White,Madison,Wisconsin,00000,"Madison, Wisconsin",43.073051,-89.401230,18,5,5,4,1,5,2,,2,5,1,1,1,1,1,1,4,5,2,3,1,1,1,1,1,5,1,3,1,5,5,5,1,1,1,3,1,1,5,5,5,5,5,5,5,5,2,A1COXU1CVVW4RR,R_2dsxuW4UsatDPsS,42.01519775,-87.99009705,2,3,Consider,4.666666667,1.333333333,No,Flag,Madison,Wisconsin,,Fitchburg,Wisconsin,,Dodgeville,Wisconsin,53533,1,,,1,English
23,18-30,Female,Bachelors degree,$12500 - $24999,White,Wauwatosa,Wisconsin,53213,"Wauwatosa, Wisconsin 53213",43.045729,-87.997164,10,3,1,2,3,3,3,3,1,5,5,1,2,1,1,1,3,,2,2,1,3,1,2,1,1,1,3,1,4,5,3,2,1,1,2,2,1,5,5,5,5,5,5,5,5,5,A2BWTQWFM1J2IN,R_2v68NEAxZDw9dlP,42.34770203,-71.03839874,5,2,No,5,1.5,No,No,Wauwatosa,Wisconsin,,Green Bay,Wisconsin,,Cambridge,Massachusetts,2139,1,,,1,English
40,31-40,Female,Graduate degree (masters doctorate etc.),$100000 or more,White,Menasha,Wisconsin,54952,"Menasha, Wisconsin 54952",44.202208,-88.446497,10,4,4,4,4,4,4,,3,4,3,2,4,1,1,1,4,1,2,1,2,1,1,1,1,1,4,2,1,4,3,2,1,1,1,1,1,1,5,5,5,5,2,5,5,5,5,A2QT68NJYAJV9P,R_bda6IkYoQu4AdA5,44.05990601,-88.52780151,2,1,Consider,4.666666667,1,No,Flag,Hillsboro,North Dakota,,Fargo,North Dakota,,Sauk City,Wisconsin,53583,10,,,1,English
40,31-40,Female,Bachelors degree,$37500 - $49999,White,Mobile,Alabama,00000,"Mobile, Alabama",30.695365,-88.039891,25,2,1,3,2,5,4,,3,5,2,3,3,1,1,1,5,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,5,3,5,2,5,5,5,5,A2MSVKXC1F3WIU,R_3FUrAUWej2uh0ua,26.62030029,-80.05919647,2,1,Consider,4.444444444,1,No,Flag,Ft. Lauderdale,Florida,,Chattanooga,Tennessee,,Lake worth,Florida,33460,15,,,1,English
26,18-30,Male,Bachelors degree,$87500 - $99999,White,Glendale,Arizona,11225,"Glendale, Arizona 11225",33.536419,-112.30106,10,3,2,4,3,5,3,,3,3,2,2,3,2,2,2,5,3,2,3,2,2,3,2,1,1,1,4,3,2,2,4,2,1,1,1,2,4,5,5,3,5,3,5,5,5,5,A3AY0315YWWNXY,R_etcMECtBw37kuJ3,33.59129333,-112.107399,3,4,Consider,4.555555556,1.833333333,No,Flag,Mexico City,Outside the United States,USA,New York,New York,,Phoenix,Arizona,85310,15,,,1,English
31,31-40,Female,Associates degree,$50000 - $62499,Other,phoenix,Arizona,00000,"phoenix, Arizona",33.448377,-112.074037,15,3,1,4,1,4,1,,4,3,1,1,2,3,2,3,2,4,1,3,2,3,3,5,1,3,2,1,4,3,3,2,1,1,2,2,1,1,5,5,5,4,3,5,5,5,4,A38DC3BG1ZCVZ2,R_1r3plPB6jFXHCjl,41.8500061,-87.65000153,3,2,No,4.555555556,1.333333333,No,No,"Phoenix, AZ",Arizona,,Phoenix,Arizona,,phoenix,Arizona,85017,5,asian and white,,1,English
34,31-40,Male,Bachelors degree,$100000 or more,Hispanic/Latino/Latina,Phoenix,Arizona,00000,"Phoenix, Arizona",33.448377,-112.074037,15,2,3,2,2,3,2,,5,5,3,3,3,2,1,2,3,4,3,5,2,2,1,2,1,5,2,5,4,5,5,5,2,2,1,1,2,2,5,5,5,5,4,5,5,5,5,AYDILOZLKOAS8,R_wM3uOXLxkFpYhgt,34.51019287,-118.6804047,4,2,No,4.888888889,1.666666667,No,No,Phoenix,Arizona,,Los Angeles,California,,Los Angeles,California,91403,10,,,2,"English, Spanish"
35,31-40,Male,Some college no degree,$37500 - $49999,White,Thatcher,Arizona,85552,"Thatcher, Arizona 85552",32.849232,-109.759247,20,2,5,2,1,3,1,,3,2,1,1,1,4,4,3,4,5,1,3,3,2,2,2,1,3,4,1,3,4,5,2,3,2,1,1,2,3,3,5,3,5,4,5,5,5,5,A3D3NEQ158WUB0,R_10qEHCN7SgwDeRD,32.70379639,-109.6557999,3,3,No,4.444444444,2,Consider,Flag,Phoenix,Arizona,,Silver City,New Mexico,,Safford,Arizona,85546,6,,,1,English
30,18-30,Female,Bachelors degree,$37500 - $49999,White,San Diego,California,00000,"San Diego, California",32.715738,-117.161083,11,1,2,2,1,2,2,,1,2,3,2,2,4,3,1,4,4,3,4,3,2,1,1,1,1,2,5,1,3,4,3,4,3,1,1,1,1,5,5,5,5,5,5,5,5,5,A33PDF03E6TRU0,R_1GUp5EtL5V7HY9L,36.64079285,-87.47180176,5,4,Consider,5,1.833333333,No,Flag,Elizabethton,Tennessee,,Chicago,Illinois,,Fort Campbell,Kentucky,42223,2,,,1,English
29,18-30,Female,High school graduate,$75000 - $87499,White,Carson,California,00000,"Carson, California",33.831674,-118.281693,11,3,2,1,2,2,2,,1,4,1,1,1,2,2,3,1,1,2,2,3,2,1,2,1,3,1,2,2,3,4,3,2,1,1,3,1,1,5,5,4,5,4,5,5,5,5,A2YBZFSUD5OP7W,R_2WULarC3fC2lM8r,38,-97,4,3,No,4.777777778,1.5,No,No,Carson,California,,Long Beach,California,,Sacramento,California,95827,10,,,1,English
43,41-50,Male,Some college no degree,$25000 - $37499,White,los angeles,California,90210,"los angeles, California 90210",34.103003,-118.410468,12,2,2,2,2,5,5,,2,2,1,2,2,2,1,2,2,2,3,1,2,2,1,2,1,2,2,2,2,1,3,4,1,2,2,1,2,2,5,5,5,5,4,5,3,5,5,A2OQZTSU48GRFG,R_1kHLN4ouZq0m1ib,47.63439941,-122.3422012,3,2,No,4.666666667,1.666666667,No,No,Evansville ,Indiana,,torrance,California,,Seattle,Washington,98122,1,,,1,english
34,31-40,Female,Graduate degree (masters doctorate etc.),$100000 or more,White,long beach,California,00000,"long beach, California",33.77005,-118.193739,12,3,2,5,5,4,5,,3,5,5,3,3,3,4,3,4,4,1,4,1,3,3,2,1,1,2,5,2,5,5,1,2,2,2,1,1,2,5,5,5,5,5,5,5,5,5,A667L63P4M8NO,R_vODsUeJpWpQ0EeJ,32.78379822,-117.0178986,5,2,No,5,1.666666667,No,No,los alamitos,California,,chicago,Illinois,,san diego,California,92115,2,,,1,english
37,31-40,Male,Associates degree,$50000 - $62499,White,L.A.,California,00000,"L.A., California",34.052234,-118.243684,13,4,4,4,1,3,2,,3,5,2,3,2,3,1,1,4,5,1,1,1,1,1,1,1,2,2,5,1,3,2,2,3,1,2,1,1,1,5,5,3,5,3,5,5,5,1,A3VTSKS6NHN9V6,R_87Bj8qF3s8crDu9,42.49690247,-83.23210144,1,3,Consider,4.111111111,1.5,No,Flag,Flint,Michigan,,Detroit,Michigan,,Detroit,Michigan,48208,10,,,1,English
40,31-40,Male,Bachelors degree,$37500 - $49999,White,San Diego,California,00000,"San Diego, California",32.715738,-117.161083,13,1,1,2,3,2,5,,1,5,2,1,3,2,1,2,2,3,2,2,2,2,1,1,1,1,1,1,2,5,2,2,1,1,1,2,1,2,5,5,5,3,4,5,5,5,5,A1H198MRIM37T1,R_bOrgsDw8jm1nLSF,33.96380615,-118.2733994,3,2,No,4.666666667,1.333333333,No,No,Van Nuys,California,,Indio,California,,Los Angeles,California,90003,4,,,1,English
31,31-40,Female,Some college no degree,$12500 - $24999,White,California,California,93101,"California, California 93101",34.420334,-119.710749,13,5,1,1,3,1,3,,2,5,3,4,4,1,1,3,4,4,2,4,1,1,1,1,4,3,2,4,3,5,5,4,1,2,1,2,1,1,5,5,5,5,5,5,5,5,5,A37E36IPU0BJX5,R_3xZc57f4PpxmzfT,34.06689453,-118.3108978,5,2,No,5,1.333333333,No,No,Los Angeles,California,,London,Outside the United States,England,Sonora,California,95383,9,,,1,English
41,41-50,Male,Bachelors degree,$100000 or more,White,chico,California,00000,"chico, California",39.728494,-121.837477,15,5,1,5,1,5,1,,1,4,1,1,1,2,1,1,4,5,1,3,1,1,1,1,1,3,1,2,2,5,1,1,2,2,2,2,1,2,5,5,4,5,5,5,5,5,5,A5TI9UQEPLNWI,R_qXies8080RfZZwR,48.021698,-123.8282013,4,2,No,4.888888889,1.833333333,No,No,san francisco,California,,chico,California,,mercer island,Washington,98040,14,,,1,english
52,51-60,Female,Associates degree,$12500 - $24999,White,West Hills,California,91307,"West Hills, California 91307",34.197312,-118.64398,16,3,4,3,4,3,4,,2,3,3,1,3,1,1,1,3,3,1,1,1,5,1,5,1,2,1,2,1,1,1,3,1,1,1,1,1,3,4,5,4,5,3,5,5,5,5,A2SJC9VRBGNC58,R_1CiyML235UZUqWd,34.14630127,-118.4292984,3,3,No,4.555555556,1.333333333,No,No,Denver,Colorado,,Los Angeles,California,,North Hollywood,California,91606,10,,,1,English
23,18-30,Male,High school graduate,Less than $12500,White,Tracy,California,95376,"Tracy, California 95376",37.734525,-121.43419,17,3,1,4,1,4,1,,3,5,1,1,1,3,3,4,3,5,2,4,4,1,1,1,1,2,1,2,3,3,3,2,5,2,1,1,1,1,5,5,5,5,3,5,5,5,5,A22XK2FSFIAAFG,R_3HCCGd3f6CKnX4A,33.62750244,-117.8733978,3,5,Consider,4.777777778,1.833333333,No,Flag,Santa Rosa,California,,Albuquerque,New Mexico,,Pahrump,Nevada,89048,7,,,1,English
27,18-30,Male,Bachelors degree,$62500 - $74999,Asian,vallejo,California,94591,"vallejo, California 94591",38.125624,-122.197308,18,1,1,1,1,1,1,,1,5,1,2,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,1,5,1,5,5,5,5,AB0C8SMEA3BFE,R_YX0J9i3lY0TwWad,33.57170105,-117.7288971,1,1,Consider,4.111111111,1,No,Flag,Vallejo,California,,Vallejo,California,,tustin,California,92780,9,,,1,english
51,51-60,Male,Some college no degree,$12500 - $24999,Asian,Carlsbad,California,92008,"Carlsbad, California 92008",33.141212,-117.320512,18,4,4,2,2,5,2,,2,3,1,1,3,1,1,1,2,3,2,1,1,1,1,1,1,1,1,2,1,3,2,3,1,2,1,1,1,1,5,5,4,5,4,5,1,5,4,A2NL38BFEE3BVY,R_10C12VhlDMPInjE,45.57739258,-122.6208038,1,2,Consider,4.222222222,1.166666667,No,Flag,"Osaka, Japan",Outside the United States,Japan,Tustin,California,,Portland,Oregon,97202,32,,,1,English
54,51-60,Female,Graduate degree (masters doctorate etc.),$37500 - $49999,White,Saratoga,California,95070,"Saratoga, California 95070",37.263832,-122.023014,18,3,4,4,5,5,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,5,1,5,5,5,5,A2ML3LYF8WYVIG,R_revxkf2SN69EMYV,42.38279724,-71.09549713,1,1,Consider,4.333333333,1,No,Flag,Chicago,Illinois,,Kramer,Indiana,,Somerville,Massachusetts,2143,4,,,1,"Spanish (definitely non-native, however) "
46,41-50,Male,Bachelors degree,$100000 or more,White,Tarzana,California,91356,"Tarzana, California 91356",34.166284,-118.544778,18,4,1,4,1,5,1,,2,3,1,1,2,3,1,1,2,2,3,3,2,2,1,5,1,2,2,4,1,4,5,4,1,1,2,4,1,1,4,5,4,5,4,5,4,5,4,A1Q6IR9E7MW3BM,R_2QXnR87nrmi1Jui,37.3421936,-121.9051971,4,4,Consider,4.444444444,1.666666667,No,Flag,Los Angeles,California,,Hollywood,California,,Seattle,Washington,98109,14,,,1,English
39,31-40,Male,Some college no degree,$25000 - $37499,White,Truckee,California,96160,"Truckee, California 96160",39.33,-120.18,18,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,3,5,5,5,4,5,3,5,5,AJ34WB9Z37ILU,R_20UwpptzheVlzAz,39.71580505,-121.8146973,3,1,No,4.444444444,1,No,No,Lewiston,California,,Oakland,California,,Chico,California,95973,18,,,1,english
31,31-40,Male,Bachelors degree,$100000 or more,White,belmont,California,94002,"belmont, California 94002",37.520214,-122.2758,19,2,3,3,3,5,3,,3,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,3,5,5,5,5,5,5,5,5,5,A3LF8DZWHGRJRD,R_qUucwT2GeJqUo93,34.19050598,-119.2299957,5,3,No,5,2.666666667,Consider,Flag,sacramento,California,,belmont,California,,oxnard,California,93035,4,,,1,english
33,31-40,Female,Some college no degree,$62500 - $74999,White,san diego,California,92107,"san diego, California 92107",32.740978,-117.249974,19,1,2,1,1,2,1,,4,4,1,1,1,2,1,2,3,5,1,1,1,1,1,1,1,1,5,1,4,5,3,1,2,1,1,1,1,1,5,5,3,5,4,5,5,5,4,A1489QNXV5IM6O,R_2qlY8YcCyR8OSY6,33.26950073,-111.7129974,3,2,No,4.555555556,1.166666667,No,No,Logan,Utah,,Logan,Utah,,phoenix,Arizona,85296,2,,,1,english
39,31-40,Male,Bachelors degree,$100000 or more,White,Palm Springs,California,92264,"Palm Springs, California 92264",33.755386,-116.537392,20,3,3,4,2,5,3,,4,5,4,2,3,2,1,1,4,5,2,2,2,2,1,1,1,2,2,3,2,4,5,4,3,3,2,2,2,2,5,5,5,5,3,5,5,5,5,A1P8M5BKOTAA8I,R_1JFT4V72tvlVljD,33.27009583,-117.2844009,3,3,No,4.777777778,2.333333333,Consider,Flag,Palm Desert,California,,Palm Desert,California,,Oceanside,California,92056,10,,,1,English
33,31-40,Male,Some college no degree,$12500 - $24999,White,Glendale,California,91202,"Glendale, California 91202",34.168837,-118.270203,20,1,1,2,1,1,1,,3,2,2,2,1,1,2,2,2,4,2,3,2,1,2,1,1,3,2,4,2,4,5,3,3,1,2,1,1,2,4,5,5,4,2,4,5,5,4,A2OGP0GAE7JQ8T,R_2qwKgUMbDuB0mYY,33.85020447,-117.7911987,2,3,Consider,4.222222222,1.666666667,No,Flag,Los Angeles,California,,Los Angeles,California,,Riverside,California,92502,2,,,1,English
58,51-60,Female,Associates degree,$12500 - $24999,White,Santa Clara,California,85050,"Santa Clara, California 85050",-11.992315,-76.929626,20,4,5,2,1,2,5,,1,5,5,1,4,3,3,3,5,2,1,3,3,1,1,1,1,1,2,5,4,3,5,3,4,1,1,1,1,1,5,5,5,5,5,5,5,5,5,A2UVEVCYVC553J,R_3KOXvRVSCIDX8dT,33.39720154,-111.7857971,5,4,Consider,5,1.5,No,Flag,Seattle,Washington,,Seattle,Washington,,Mesa,Arizona,85210,25,,,1,english
41,41-50,Male,Some college no degree,$50000 - $62499,White,Orange,California,92869,"Orange, California 92869",33.803889,-117.772519,20,1,1,1,1,4,5,,4,5,1,3,3,2,2,1,4,5,1,1,1,1,1,1,1,1,1,3,4,5,5,2,3,1,2,2,1,1,5,5,5,5,3,5,4,5,5,A1DTR0BL416G37,R_2Sk2tSPX1tI1IJY,32.42500305,-99.79759979,3,3,No,4.666666667,1.666666667,No,No,Bristol,Rhode Island,,Anaheim,California,,Phoenix,Arizona,85022,1,,,1,English
54,51-60,Female,Bachelors degree,$100000 or more,White,Los Angeles,California,90065,"Los Angeles, California 90065",34.10885,-118.223422,22,3,4,3,3,3,4,,2,5,5,3,5,2,2,1,5,3,2,3,2,2,2,2,1,2,2,5,3,5,4,2,2,2,2,2,2,2,5,5,5,5,5,5,4,5,5,A3MFGTZXYL85QW,R_1n6CutOE08lkwth,47.54069519,-122.2711945,4,2,No,4.888888889,2,Consider,Flag,Los Angeles,California,,Salem,Oregon,,Tacoma,Washington,98408,7,,,1,English
54,51-60,Female,Some college no degree,$37500 - $49999,Pacific Islander,downey,California,90240,"downey, California 90240",33.95741,-118.121045,22,2,2,2,3,3,3,,3,4,2,2,3,4,3,2,5,4,4,2,2,2,2,2,2,5,3,5,2,4,4,5,2,2,2,3,3,2,5,5,5,5,3,5,5,5,4,A2M13GL2147Y4N,R_3dXiOPSmVDqnM7G,33.34620667,-111.8153,3,3,No,4.666666667,2.333333333,Consider,Flag,downey,California,,downey,California,,phoenix,Arizona,85040,32,,,1,American English
44,41-50,Female,Some college no degree,$62500 - $74999,White,San Diego,California,92129,"San Diego, California 92129",32.9657,-117.114709,25,3,3,1,2,1,2,,1,3,4,1,1,3,2,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,5,2,5,4,5,5,AY3JWZ1R4XVJD,R_1IeY2zDqVSfSHAJ,46.50810242,-114.1056976,2,1,Consider,4.222222222,1,No,Flag,Detroit,Michigan,,Berlin,Outside the United States,German,Stevensville,Montana,59870,8,,,1,English
35,31-40,Male,High school graduate,$12500 - $24999,White,Alameda,California,94501,"Alameda, California 94501",37.771216,-122.282402,28,1,1,4,1,4,1,,4,5,2,1,1,1,1,1,3,5,5,1,1,2,1,1,1,1,1,5,2,3,3,4,4,1,2,1,1,1,5,5,5,5,4,5,5,5,5,AOAZMLP27GD81,R_2tD3zVNi3eA41xt,37.81159973,-122.2420044,4,4,Consider,4.888888889,1.666666667,No,Flag,Alameda,California,,Raleigh,North Carolina,,Oakland,California,94619,7,,,1,English
28,18-30,Female,Associates degree,$50000 - $62499,White,Laguna Hills,California,92653,"Laguna Hills, California 92653",33.590277,-117.696282,28,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,5,4,5,3,5,5,5,5,A3FAURB3U6YND5,R_b0ZXQSpAThLjJDP,33.6053009,-117.7173004,3,1,No,4.666666667,1,No,No,San Francisco,California,,Chicago,Illinois,,Laguna Hills,California,92653,28,,,1,English
35,31-40,Male,Some college no degree,$50000 - $62499,American Indian/Native American,Los Angeles,California,91344,"Los Angeles, California 91344",34.280197,-118.498074,34,2,1,3,2,3,2,,3,4,2,2,2,2,2,2,3,5,2,3,2,3,2,2,3,3,2,4,4,4,4,4,3,2,2,2,2,2,5,5,3,4,4,4,4,5,5,A3EEAG6KPMSKB7,R_3m4zouqOUnXJCVL,36.22120667,-115.1685028,3,3,No,4.333333333,2.166666667,Consider,Flag,Los Angeles,California,,Los Angeles,California,,Las Vegas,Nevada,89032,1,,,1,English
35,31-40,Male,Some college no degree,$50000 - $62499,Asian,Riverside,California,92503,"Riverside, California 92503",33.883386,-117.443892,35,1,1,3,3,2,4,,3,4,2,4,2,2,2,1,4,3,3,2,2,1,3,2,1,2,1,3,4,5,4,3,4,2,1,1,1,2,5,4,5,4,5,5,5,5,4,A1K75ALN5NQIJM,R_1CvGTpD8ceSsw0V,34.13000488,-118.3386002,4,4,Consider,4.666666667,1.833333333,No,Flag,Corona,California,,Corona,California,,Riverside,California,92503,35,,,1,English
58,51-60,Female,Bachelors degree,$62500 - $74999,White,DENVER,Colorado,80234,"DENVER, Colorado 80234",39.912246,-105.003145,18,2,1,3,2,3,2,,2,3,2,2,2,2,2,2,4,4,1,2,2,1,1,1,1,2,2,2,2,2,5,2,3,1,1,1,2,1,4,4,2,5,4,5,4,5,4,A3KNO82DZ519HG,R_bkFdfnOOA7MwEmZ,39.95350647,-104.905098,2,3,Consider,4.111111111,1.5,No,Flag,ENGLISH,Colorado,,DENVER,Colorado,,DENVER,Colorado,80234,19,,,1,ENGLISH
24,18-30,Male,Some college no degree,$12500 - $24999,White,Norwich,Connecticut,06360,"Norwich, Connecticut 06360",41.524264,-72.07591,12,1,1,2,1,3,1,,2,4,1,1,1,1,1,1,2,1,1,1,1,2,2,5,3,3,1,2,3,5,5,2,3,1,2,2,1,1,4,5,4,5,3,5,5,5,5,ACOKFBC75D5OR,R_rcoSLp34hILpWTL,39.82699585,-84.01869965,3,3,No,4.555555556,1.666666667,No,No,Norwich,Connecticut,,Norwich,Connecticut,,Fairborn,Ohio,45324,2,,,1,English
